mo_id,mo_number,mo_date,requested_by,requested_by_department,from_department_id,to_department_id,move_order_type,priority,source_location,destination_location,reason,required_date,approved_by,approved_date,issued_by,issued_date,received_by,received_date,status,remarks
105,MO202600000105,2026-09-13,12,6,3,5,Production to Quality,Urgent,Core Stacking Line,Incoming Quality Bay,Move core stacks for dimensional inspection MO batch 105.,2026-09-16,1,2026-09-13,11,2026-09-13,,,Issued,Material issued from source area; receipt confirmation pending.
106,MO202600000106,2026-09-14,3,2,5,6,Production to Finished Goods,Medium,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,Move auxiliary motors after QA label application MO batch 106.,2026-09-15,10,2026-09-14,5,2026-09-14,13,2026-09-15,Received,Material received and acknowledged at destination.
107,MO202600000107,2026-09-15,5,1,6,6,Finished Goods to Dispatch,High,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,Move premium motors for export packing MO batch 107.,2026-09-17,8,2026-09-15,3,2026-09-15,,,Issued,Material issued from source area; receipt confirmation pending.
108,MO202600000108,2026-09-16,3,2,3,4,Inter-Department Transfer,Urgent,Winding Line Transfer Rack,Rotor Balancing Cell,Move rework material for balancing support MO batch 108.,2026-09-18,1,2026-09-16,7,2026-09-16,4,2026-09-18,Partially Received,Partial receipt recorded; balance pending verification.
109,MO202600000109,2026-09-17,6,3,5,2,Return to Stores,Low,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,Return unused fastener kits after model changeover MO batch 109.,2026-09-21,10,2026-09-17,,,,,Approved,Approved and waiting for movement team assignment.
110,MO202600000110,2026-09-18,4,2,2,3,Stores to Production,High,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,Issue magnet sets for rotor build plan MO batch 110.,2026-09-19,,,,,,,Pending Approval,Awaiting department approval before material handling.
111,MO202600000111,2026-09-19,5,1,2,5,Stores to Maintenance,Medium,Lubricants Store,Motor Test Maintenance Bay,Issue grease cartridges for preventive maintenance MO batch 111.,2026-09-21,,,,,,,Draft,Draft prepared for supervisor review.
112,MO202600000112,2026-09-20,7,3,3,5,Production to Quality,Medium,Impregnation Oven Exit Area,Quality Inspection Bay 1,Move varnished stators for quality release MO batch 112.,2026-09-23,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
113,MO202600000113,2026-09-21,10,5,5,6,Production to Finished Goods,Urgent,End of Line Test Area,Finished Goods Warehouse - Export Hold,Transfer export motors after packing checklist completion MO batch 113.,2026-09-24,8,2026-09-21,11,2026-09-21,6,2026-09-24,Received,Material received and acknowledged at destination.
114,MO202600000114,2026-09-22,12,6,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,Transfer export hold motors for container stuffing MO batch 114.,2026-09-23,1,2026-09-22,,,,,Approved,Approved and waiting for movement team assignment.
115,MO202600000115,2026-09-23,10,5,3,4,Inter-Department Transfer,High,Core Stacking Output Rack,Assembly Supermarket,Move line support tooling between production areas MO batch 115.,2026-09-25,10,2026-09-23,3,2026-09-23,,,Issued,Material issued from source area; receipt confirmation pending.
116,MO202600000116,2026-09-24,13,6,5,2,Return to Stores,Urgent,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,Return excess stator laminations after yield adjustment MO batch 116.,2026-09-26,8,2026-09-24,7,2026-09-24,11,2026-09-26,Received,Material received and acknowledged at destination.
117,MO202600000117,2026-09-25,11,5,2,3,Stores to Production,Low,Electrical Store - Sleeve Bin,Harness Preparation Cell,Issue insulation sleeves for winding rework batch MO batch 117.,2026-09-29,1,2026-09-25,11,2026-09-25,,,Issued,Material issued from source area; receipt confirmation pending.
118,MO202600000118,2026-09-26,12,6,2,5,Stores to Maintenance,High,Safety Stock Room,Shutdown Maintenance Cage,Move safety relays for shutdown replacement MO batch 118.,2026-09-27,10,2026-09-26,5,2026-09-26,13,2026-09-27,Partially Received,Partial receipt recorded; balance pending verification.
119,MO202600000119,2026-09-27,1,1,3,5,Production to Quality,Medium,Rotor Assembly Line 2,Quality Hold Area,Move rotor assemblies for balancing audit MO batch 119.,2026-09-29,8,2026-09-27,,,,,Approved,Approved and waiting for movement team assignment.
120,MO202600000120,2026-09-28,5,1,5,6,Production to Finished Goods,Medium,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,Move motors after end-of-line test release MO batch 120.,2026-10-01,,,,,,,Pending Approval,Awaiting department approval before material handling.
121,MO202600000121,2026-09-29,7,3,6,6,Finished Goods to Dispatch,Urgent,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,Stage motors for customer pickup MO batch 121.,2026-10-02,,,,,,,Draft,Draft prepared for supervisor review.
122,MO202600000122,2026-09-30,5,1,3,4,Inter-Department Transfer,Medium,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,Transfer buffer material to assembly supermarket MO batch 122.,2026-10-01,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
123,MO202600000123,2026-10-01,8,4,5,2,Return to Stores,High,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,Return unused connector sets after harness change MO batch 123.,2026-10-03,1,2026-10-01,3,2026-10-01,12,2026-10-03,Received,Material received and acknowledged at destination.
124,MO202600000124,2026-10-02,6,3,2,3,Stores to Production,Urgent,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,Transfer fastener kits for motor assembly plan MO batch 124.,2026-10-04,10,2026-10-02,,,,,Approved,Approved and waiting for movement team assignment.
125,MO202600000125,2026-10-03,7,3,2,5,Stores to Maintenance,Low,Electrical Store - Breaker Bin,Utility Repair Bench,Issue contactors for assembly line repair MO batch 125.,2026-10-07,8,2026-10-03,11,2026-10-03,,,Issued,Material issued from source area; receipt confirmation pending.
126,MO202600000126,2026-10-04,9,4,3,5,Production to Quality,High,Final Test Area,NVH Audit Bench,Move motors for noise and vibration audit MO batch 126.,2026-10-05,1,2026-10-04,5,2026-10-04,4,2026-10-05,Received,Material received and acknowledged at destination.
127,MO202600000127,2026-10-05,12,6,5,6,Production to Finished Goods,Medium,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,Move quality-released motors into finished goods storage MO batch 127.,2026-10-07,10,2026-10-05,3,2026-10-05,,,Issued,Material issued from source area; receipt confirmation pending.
128,MO202600000128,2026-10-06,1,1,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,Move dispatch-ready motors for vehicle loading MO batch 128.,2026-10-09,8,2026-10-06,7,2026-10-06,11,2026-10-09,Partially Received,Partial receipt recorded; balance pending verification.
129,MO202600000129,2026-10-07,12,6,3,4,Inter-Department Transfer,Urgent,Production Utility Panel Area,Line Support Store,Move tagged assemblies for cross-line recovery MO batch 129.,2026-10-10,1,2026-10-07,,,,,Approved,Approved and waiting for movement team assignment.
130,MO202600000130,2026-10-08,3,2,5,2,Return to Stores,Medium,Maintenance Return Counter,Maintenance Spares Cage,Return serviceable spares after maintenance closure MO batch 130.,2026-10-09,,,,,,,Pending Approval,Awaiting department approval before material handling.
131,MO202600000131,2026-10-09,13,6,2,3,Stores to Production,High,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,Issue copper winding wire for stator production batch MO batch 131.,2026-10-11,,,,,,,Draft,Draft prepared for supervisor review.
132,MO202600000132,2026-10-10,1,1,2,5,Stores to Maintenance,Urgent,Maintenance Spares Cage,Assembly Maintenance Bay,Transfer bearing puller kit for test bench repair MO batch 132.,2026-10-12,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
133,MO202600000133,2026-10-11,4,2,3,5,Production to Quality,Low,Stator Winding Line 1,Assembly Quality Gate,Move sample stators for insulation resistance testing MO batch 133.,2026-10-15,10,2026-10-11,11,2026-10-11,3,2026-10-15,Received,Material received and acknowledged at destination.
134,MO202600000134,2026-10-12,7,3,5,6,Production to Finished Goods,High,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,Transfer completed traction motors after final torque verification MO batch 134.,2026-10-13,8,2026-10-12,,,,,Approved,Approved and waiting for movement team assignment.
135,MO202600000135,2026-10-13,9,4,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,Stage motors for OEM dispatch MO batch 135.,2026-10-15,1,2026-10-13,3,2026-10-13,,,Issued,Material issued from source area; receipt confirmation pending.
136,MO202600000136,2026-10-14,7,3,3,4,Inter-Department Transfer,Medium,Stator Buffer Area,Rotor Assembly Feed Bay,Transfer matched stator sets for rotor pairing MO batch 136.,2026-10-17,10,2026-10-14,7,2026-10-14,13,2026-10-17,Received,Material received and acknowledged at destination.
137,MO202600000137,2026-10-15,10,5,5,2,Return to Stores,Urgent,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,Return unused copper wire after order closure MO batch 137.,2026-10-18,8,2026-10-15,11,2026-10-15,,,Issued,Material issued from source area; receipt confirmation pending.
138,MO202600000138,2026-10-16,8,4,2,3,Stores to Production,Medium,Raw Material Warehouse - Lamination Bay,Core Stacking Line,Move stator laminations for core stacking schedule MO batch 138.,2026-10-17,1,2026-10-16,5,2026-10-16,4,2026-10-17,Partially Received,Partial receipt recorded; balance pending verification.
139,MO202600000139,2026-10-17,9,4,2,5,Stores to Maintenance,High,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,Move torque tools for scheduled calibration MO batch 139.,2026-10-19,10,2026-10-17,,,,,Approved,Approved and waiting for movement team assignment.
140,MO202600000140,2026-10-18,11,5,3,5,Production to Quality,Urgent,Core Stacking Line,Incoming Quality Bay,Move core stacks for dimensional inspection MO batch 140.,2026-10-20,,,,,,,Pending Approval,Awaiting department approval before material handling.
141,MO202600000141,2026-10-19,1,1,5,6,Production to Finished Goods,Low,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,Move auxiliary motors after QA label application MO batch 141.,2026-10-23,,,,,,,Draft,Draft prepared for supervisor review.
142,MO202600000142,2026-10-20,4,2,6,6,Finished Goods to Dispatch,High,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,Move premium motors for export packing MO batch 142.,2026-10-21,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
143,MO202600000143,2026-10-21,1,1,3,4,Inter-Department Transfer,Medium,Winding Line Transfer Rack,Rotor Balancing Cell,Move rework material for balancing support MO batch 143.,2026-10-23,8,2026-10-21,3,2026-10-21,6,2026-10-23,Received,Material received and acknowledged at destination.
144,MO202600000144,2026-10-22,5,1,5,2,Return to Stores,Medium,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,Return unused fastener kits after model changeover MO batch 144.,2026-10-25,1,2026-10-22,,,,,Approved,Approved and waiting for movement team assignment.
145,MO202600000145,2026-10-23,3,2,2,3,Stores to Production,Urgent,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,Issue magnet sets for rotor build plan MO batch 145.,2026-10-26,10,2026-10-23,11,2026-10-23,,,Issued,Material issued from source area; receipt confirmation pending.
146,MO202600000146,2026-10-24,4,2,2,5,Stores to Maintenance,Medium,Lubricants Store,Motor Test Maintenance Bay,Issue grease cartridges for preventive maintenance MO batch 146.,2026-10-25,8,2026-10-24,5,2026-10-24,11,2026-10-25,Received,Material received and acknowledged at destination.
147,MO202600000147,2026-10-25,6,3,3,5,Production to Quality,High,Impregnation Oven Exit Area,Quality Inspection Bay 1,Move varnished stators for quality release MO batch 147.,2026-10-27,1,2026-10-25,3,2026-10-25,,,Issued,Material issued from source area; receipt confirmation pending.
148,MO202600000148,2026-10-26,9,4,5,6,Production to Finished Goods,Urgent,End of Line Test Area,Finished Goods Warehouse - Export Hold,Transfer export motors after packing checklist completion MO batch 148.,2026-10-28,10,2026-10-26,7,2026-10-26,13,2026-10-28,Partially Received,Partial receipt recorded; balance pending verification.
149,MO202600000149,2026-10-27,11,5,6,6,Finished Goods to Dispatch,Low,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,Transfer export hold motors for container stuffing MO batch 149.,2026-10-31,8,2026-10-27,,,,,Approved,Approved and waiting for movement team assignment.
150,MO202600000150,2026-10-28,9,4,3,4,Inter-Department Transfer,High,Core Stacking Output Rack,Assembly Supermarket,Move line support tooling between production areas MO batch 150.,2026-10-29,,,,,,,Pending Approval,Awaiting department approval before material handling.
151,MO202600000151,2026-10-29,12,6,5,2,Return to Stores,Medium,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,Return excess stator laminations after yield adjustment MO batch 151.,2026-10-31,,,,,,,Draft,Draft prepared for supervisor review.
152,MO202600000152,2026-10-30,10,5,2,3,Stores to Production,Medium,Electrical Store - Sleeve Bin,Harness Preparation Cell,Issue insulation sleeves for winding rework batch MO batch 152.,2026-11-02,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
153,MO202600000153,2026-10-31,11,5,2,5,Stores to Maintenance,Urgent,Safety Stock Room,Shutdown Maintenance Cage,Move safety relays for shutdown replacement MO batch 153.,2026-11-03,1,2026-10-31,11,2026-10-31,12,2026-11-03,Received,Material received and acknowledged at destination.
154,MO202600000154,2026-11-01,13,6,3,5,Production to Quality,Medium,Rotor Assembly Line 2,Quality Hold Area,Move rotor assemblies for balancing audit MO batch 154.,2026-11-02,10,2026-11-01,,,,,Approved,Approved and waiting for movement team assignment.
155,MO202600000155,2026-11-02,4,2,5,6,Production to Finished Goods,High,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,Move motors after end-of-line test release MO batch 155.,2026-11-04,8,2026-11-02,3,2026-11-02,,,Issued,Material issued from source area; receipt confirmation pending.
156,MO202600000156,2026-11-03,6,3,6,6,Finished Goods to Dispatch,Urgent,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,Stage motors for customer pickup MO batch 156.,2026-11-05,1,2026-11-03,7,2026-11-03,4,2026-11-05,Received,Material received and acknowledged at destination.
157,MO202600000157,2026-11-04,4,2,3,4,Inter-Department Transfer,Low,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,Transfer buffer material to assembly supermarket MO batch 157.,2026-11-08,10,2026-11-04,11,2026-11-04,,,Issued,Material issued from source area; receipt confirmation pending.
158,MO202600000158,2026-11-05,7,3,5,2,Return to Stores,High,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,Return unused connector sets after harness change MO batch 158.,2026-11-06,8,2026-11-05,5,2026-11-05,11,2026-11-06,Partially Received,Partial receipt recorded; balance pending verification.
159,MO202600000159,2026-11-06,5,1,2,3,Stores to Production,Medium,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,Transfer fastener kits for motor assembly plan MO batch 159.,2026-11-08,1,2026-11-06,,,,,Approved,Approved and waiting for movement team assignment.
160,MO202600000160,2026-11-07,6,3,2,5,Stores to Maintenance,Medium,Electrical Store - Breaker Bin,Utility Repair Bench,Issue contactors for assembly line repair MO batch 160.,2026-11-10,,,,,,,Pending Approval,Awaiting department approval before material handling.
161,MO202600000161,2026-11-08,8,4,3,5,Production to Quality,Urgent,Final Test Area,NVH Audit Bench,Move motors for noise and vibration audit MO batch 161.,2026-11-11,,,,,,,Draft,Draft prepared for supervisor review.
162,MO202600000162,2026-11-09,11,5,5,6,Production to Finished Goods,Medium,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,Move quality-released motors into finished goods storage MO batch 162.,2026-11-10,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
163,MO202600000163,2026-11-10,13,6,6,6,Finished Goods to Dispatch,High,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,Move dispatch-ready motors for vehicle loading MO batch 163.,2026-11-12,10,2026-11-10,3,2026-11-10,3,2026-11-12,Received,Material received and acknowledged at destination.
164,MO202600000164,2026-11-11,11,5,3,4,Inter-Department Transfer,Urgent,Production Utility Panel Area,Line Support Store,Move tagged assemblies for cross-line recovery MO batch 164.,2026-11-13,8,2026-11-11,,,,,Approved,Approved and waiting for movement team assignment.
165,MO202600000165,2026-11-12,1,1,5,2,Return to Stores,Low,Maintenance Return Counter,Maintenance Spares Cage,Return serviceable spares after maintenance closure MO batch 165.,2026-11-16,1,2026-11-12,11,2026-11-12,,,Issued,Material issued from source area; receipt confirmation pending.
166,MO202600000166,2026-11-13,12,6,2,3,Stores to Production,High,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,Issue copper winding wire for stator production batch MO batch 166.,2026-11-14,10,2026-11-13,5,2026-11-13,13,2026-11-14,Received,Material received and acknowledged at destination.
167,MO202600000167,2026-11-14,13,6,2,5,Stores to Maintenance,Medium,Maintenance Spares Cage,Assembly Maintenance Bay,Transfer bearing puller kit for test bench repair MO batch 167.,2026-11-16,8,2026-11-14,3,2026-11-14,,,Issued,Material issued from source area; receipt confirmation pending.
168,MO202600000168,2026-11-15,3,2,3,5,Production to Quality,Medium,Stator Winding Line 1,Assembly Quality Gate,Move sample stators for insulation resistance testing MO batch 168.,2026-11-18,1,2026-11-15,7,2026-11-15,4,2026-11-18,Partially Received,Partial receipt recorded; balance pending verification.
169,MO202600000169,2026-11-16,6,3,5,6,Production to Finished Goods,Urgent,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,Transfer completed traction motors after final torque verification MO batch 169.,2026-11-19,10,2026-11-16,,,,,Approved,Approved and waiting for movement team assignment.
170,MO202600000170,2026-11-17,8,4,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,Stage motors for OEM dispatch MO batch 170.,2026-11-18,,,,,,,Pending Approval,Awaiting department approval before material handling.
171,MO202600000171,2026-11-18,6,3,3,4,Inter-Department Transfer,High,Stator Buffer Area,Rotor Assembly Feed Bay,Transfer matched stator sets for rotor pairing MO batch 171.,2026-11-20,,,,,,,Draft,Draft prepared for supervisor review.
172,MO202600000172,2026-11-19,9,4,5,2,Return to Stores,Urgent,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,Return unused copper wire after order closure MO batch 172.,2026-11-21,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
173,MO202600000173,2026-11-20,7,3,2,3,Stores to Production,Low,Raw Material Warehouse - Lamination Bay,Core Stacking Line,Move stator laminations for core stacking schedule MO batch 173.,2026-11-24,8,2026-11-20,11,2026-11-20,6,2026-11-24,Received,Material received and acknowledged at destination.
174,MO202600000174,2026-11-21,8,4,2,5,Stores to Maintenance,High,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,Move torque tools for scheduled calibration MO batch 174.,2026-11-22,1,2026-11-21,,,,,Approved,Approved and waiting for movement team assignment.
175,MO202600000175,2026-11-22,10,5,3,5,Production to Quality,Medium,Core Stacking Line,Incoming Quality Bay,Move core stacks for dimensional inspection MO batch 175.,2026-11-24,10,2026-11-22,3,2026-11-22,,,Issued,Material issued from source area; receipt confirmation pending.
176,MO202600000176,2026-11-23,13,6,5,6,Production to Finished Goods,Medium,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,Move auxiliary motors after QA label application MO batch 176.,2026-11-26,8,2026-11-23,7,2026-11-23,11,2026-11-26,Received,Material received and acknowledged at destination.
177,MO202600000177,2026-11-24,3,2,6,6,Finished Goods to Dispatch,Urgent,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,Move premium motors for export packing MO batch 177.,2026-11-27,1,2026-11-24,11,2026-11-24,,,Issued,Material issued from source area; receipt confirmation pending.
178,MO202600000178,2026-11-25,13,6,3,4,Inter-Department Transfer,Medium,Winding Line Transfer Rack,Rotor Balancing Cell,Move rework material for balancing support MO batch 178.,2026-11-26,10,2026-11-25,5,2026-11-25,13,2026-11-26,Partially Received,Partial receipt recorded; balance pending verification.
179,MO202600000179,2026-11-26,4,2,5,2,Return to Stores,High,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,Return unused fastener kits after model changeover MO batch 179.,2026-11-28,8,2026-11-26,,,,,Approved,Approved and waiting for movement team assignment.
180,MO202600000180,2026-11-27,1,1,2,3,Stores to Production,Urgent,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,Issue magnet sets for rotor build plan MO batch 180.,2026-11-29,,,,,,,Pending Approval,Awaiting department approval before material handling.
181,MO202600000181,2026-11-28,3,2,2,5,Stores to Maintenance,Low,Lubricants Store,Motor Test Maintenance Bay,Issue grease cartridges for preventive maintenance MO batch 181.,2026-12-02,,,,,,,Draft,Draft prepared for supervisor review.
182,MO202600000182,2026-11-29,5,1,3,5,Production to Quality,High,Impregnation Oven Exit Area,Quality Inspection Bay 1,Move varnished stators for quality release MO batch 182.,2026-11-30,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
183,MO202600000183,2026-11-30,8,4,5,6,Production to Finished Goods,Medium,End of Line Test Area,Finished Goods Warehouse - Export Hold,Transfer export motors after packing checklist completion MO batch 183.,2026-12-02,1,2026-11-30,3,2026-11-30,12,2026-12-02,Received,Material received and acknowledged at destination.
184,MO202600000184,2026-12-01,10,5,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,Transfer export hold motors for container stuffing MO batch 184.,2026-12-04,10,2026-12-01,,,,,Approved,Approved and waiting for movement team assignment.
185,MO202600000185,2026-12-02,8,4,3,4,Inter-Department Transfer,Urgent,Core Stacking Output Rack,Assembly Supermarket,Move line support tooling between production areas MO batch 185.,2026-12-05,8,2026-12-02,11,2026-12-02,,,Issued,Material issued from source area; receipt confirmation pending.
186,MO202600000186,2026-12-03,11,5,5,2,Return to Stores,Medium,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,Return excess stator laminations after yield adjustment MO batch 186.,2026-12-04,1,2026-12-03,5,2026-12-03,4,2026-12-04,Received,Material received and acknowledged at destination.
187,MO202600000187,2026-12-04,9,4,2,3,Stores to Production,High,Electrical Store - Sleeve Bin,Harness Preparation Cell,Issue insulation sleeves for winding rework batch MO batch 187.,2026-12-06,10,2026-12-04,3,2026-12-04,,,Issued,Material issued from source area; receipt confirmation pending.
188,MO202600000188,2026-12-05,10,5,2,5,Stores to Maintenance,Urgent,Safety Stock Room,Shutdown Maintenance Cage,Move safety relays for shutdown replacement MO batch 188.,2026-12-07,8,2026-12-05,7,2026-12-05,11,2026-12-07,Partially Received,Partial receipt recorded; balance pending verification.
189,MO202600000189,2026-12-06,12,6,3,5,Production to Quality,Low,Rotor Assembly Line 2,Quality Hold Area,Move rotor assemblies for balancing audit MO batch 189.,2026-12-10,1,2026-12-06,,,,,Approved,Approved and waiting for movement team assignment.
190,MO202600000190,2026-12-07,3,2,5,6,Production to Finished Goods,High,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,Move motors after end-of-line test release MO batch 190.,2026-12-08,,,,,,,Pending Approval,Awaiting department approval before material handling.
191,MO202600000191,2026-12-08,5,1,6,6,Finished Goods to Dispatch,Medium,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,Stage motors for customer pickup MO batch 191.,2026-12-10,,,,,,,Draft,Draft prepared for supervisor review.
192,MO202600000192,2026-12-09,3,2,3,4,Inter-Department Transfer,Medium,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,Transfer buffer material to assembly supermarket MO batch 192.,2026-12-12,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
193,MO202600000193,2026-12-10,6,3,5,2,Return to Stores,Urgent,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,Return unused connector sets after harness change MO batch 193.,2026-12-13,10,2026-12-10,11,2026-12-10,3,2026-12-13,Received,Material received and acknowledged at destination.
194,MO202600000194,2026-12-11,4,2,2,3,Stores to Production,Medium,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,Transfer fastener kits for motor assembly plan MO batch 194.,2026-12-12,8,2026-12-11,,,,,Approved,Approved and waiting for movement team assignment.
195,MO202600000195,2026-12-12,5,1,2,5,Stores to Maintenance,High,Electrical Store - Breaker Bin,Utility Repair Bench,Issue contactors for assembly line repair MO batch 195.,2026-12-14,1,2026-12-12,3,2026-12-12,,,Issued,Material issued from source area; receipt confirmation pending.
196,MO202600000196,2026-12-13,7,3,3,5,Production to Quality,Urgent,Final Test Area,NVH Audit Bench,Move motors for noise and vibration audit MO batch 196.,2026-12-15,10,2026-12-13,7,2026-12-13,13,2026-12-15,Received,Material received and acknowledged at destination.
197,MO202600000197,2026-12-14,10,5,5,6,Production to Finished Goods,Low,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,Move quality-released motors into finished goods storage MO batch 197.,2026-12-18,8,2026-12-14,11,2026-12-14,,,Issued,Material issued from source area; receipt confirmation pending.
198,MO202600000198,2026-12-15,12,6,6,6,Finished Goods to Dispatch,High,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,Move dispatch-ready motors for vehicle loading MO batch 198.,2026-12-16,1,2026-12-15,5,2026-12-15,4,2026-12-16,Partially Received,Partial receipt recorded; balance pending verification.
199,MO202600000199,2026-12-16,10,5,3,4,Inter-Department Transfer,Medium,Production Utility Panel Area,Line Support Store,Move tagged assemblies for cross-line recovery MO batch 199.,2026-12-18,10,2026-12-16,,,,,Approved,Approved and waiting for movement team assignment.
200,MO202600000200,2026-12-17,13,6,5,2,Return to Stores,Medium,Maintenance Return Counter,Maintenance Spares Cage,Return serviceable spares after maintenance closure MO batch 200.,2026-12-20,,,,,,,Pending Approval,Awaiting department approval before material handling.
201,MO202600000201,2026-12-18,11,5,2,3,Stores to Production,Urgent,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,Issue copper winding wire for stator production batch MO batch 201.,2026-12-21,,,,,,,Draft,Draft prepared for supervisor review.
202,MO202600000202,2026-12-19,12,6,2,5,Stores to Maintenance,Medium,Maintenance Spares Cage,Assembly Maintenance Bay,Transfer bearing puller kit for test bench repair MO batch 202.,2026-12-20,,,,,,,Cancelled,Cancelled due to revised production or dispatch priority.
203,MO202600000203,2026-12-20,1,1,3,5,Production to Quality,High,Stator Winding Line 1,Assembly Quality Gate,Move sample stators for insulation resistance testing MO batch 203.,2026-12-22,8,2026-12-20,3,2026-12-20,6,2026-12-22,Received,Material received and acknowledged at destination.
204,MO202600000204,2026-12-21,5,1,5,6,Production to Finished Goods,Urgent,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,Transfer completed traction motors after final torque verification MO batch 204.,2026-12-23,1,2026-12-21,,,,,Approved,Approved and waiting for movement team assignment.
205,MO202600000205,2026-12-22,7,3,6,6,Finished Goods to Dispatch,Low,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,Stage motors for OEM dispatch MO batch 205.,2026-12-26,10,2026-12-22,11,2026-12-22,,,Issued,Material issued from source area; receipt confirmation pending.
206,MO202600000206,2026-12-23,5,1,3,4,Inter-Department Transfer,High,Stator Buffer Area,Rotor Assembly Feed Bay,Transfer matched stator sets for rotor pairing MO batch 206.,2026-12-24,8,2026-12-23,5,2026-12-23,11,2026-12-24,Received,Material received and acknowledged at destination.
207,MO202600000207,2026-12-24,8,4,5,2,Return to Stores,Medium,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,Return unused copper wire after order closure MO batch 207.,2026-12-26,1,2026-12-24,3,2026-12-24,,,Issued,Material issued from source area; receipt confirmation pending.
208,MO202600000208,2026-12-25,6,3,2,3,Stores to Production,Medium,Raw Material Warehouse - Lamination Bay,Core Stacking Line,Move stator laminations for core stacking schedule MO batch 208.,2026-12-28,10,2026-12-25,7,2026-12-25,13,2026-12-28,Partially Received,Partial receipt recorded; balance pending verification.
209,MO202600000209,2026-12-26,7,3,2,5,Stores to Maintenance,Urgent,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,Move torque tools for scheduled calibration MO batch 209.,2026-12-29,8,2026-12-26,,,,,Approved,Approved and waiting for movement team assignment.
