mo_item_id,mo_id,item_id,requested_quantity,issued_quantity,uom,unit_cost,line_amount,source_location,destination_location,required_date,movement_date,remarks
1188,1188,1,353.000,353.000,No,1800.00,635400.00,Assembly Surplus,Central Warehouse,2024-06-10,2024-06-07,Generated move order item for Stator Core 1.5 kW.
1189,1189,1,385.000,385.000,No,1800.00,693000.00,Central Warehouse,Production Line,2024-06-12,2024-06-08,Generated move order item for Stator Core 1.5 kW.
1190,1190,1,377.000,377.000,No,1800.00,678600.00,Production Line,Quality Inspection,2024-06-14,2024-06-09,Generated move order item for Stator Core 1.5 kW.
1191,1191,100,11.000,11.000,No,18500.00,203500.00,Assembly,FG Store,2024-06-11,2024-06-10,Generated move order item for BLDC Motor 1.5 kW.
1192,1192,100,24.000,24.000,No,18500.00,444000.00,FG Store,Dispatch Dock,2024-06-13,2024-06-11,Generated move order item for BLDC Motor 1.5 kW.
1193,1193,23,52.000,52.000,No,120.00,6240.00,Maintenance Store,Maintenance Bay,2024-06-15,2024-06-12,Generated move order item for Bearing 6202-2RS.
1194,1194,1,494.000,494.000,No,1800.00,889200.00,Assembly Surplus,Central Warehouse,2024-06-17,2024-06-13,Generated move order item for Stator Core 1.5 kW.
1195,1195,1,296.000,296.000,No,1800.00,532800.00,Central Warehouse,Production Line,2024-06-19,2024-06-14,Generated move order item for Stator Core 1.5 kW.
1196,1196,1,344.000,344.000,No,1800.00,619200.00,Production Line,Quality Inspection,2024-06-16,2024-06-15,Generated move order item for Stator Core 1.5 kW.
1197,1197,100,24.000,24.000,No,18500.00,444000.00,Assembly,FG Store,2024-06-18,2024-06-16,Generated move order item for BLDC Motor 1.5 kW.
1198,1198,100,21.000,21.000,No,18500.00,388500.00,FG Store,Dispatch Dock,2024-06-20,2024-06-17,Generated move order item for BLDC Motor 1.5 kW.
1199,1199,23,81.000,81.000,No,120.00,9720.00,Maintenance Store,Maintenance Bay,2024-06-22,2024-06-18,Generated move order item for Bearing 6202-2RS.
1200,1200,1,426.000,426.000,No,1800.00,766800.00,Assembly Surplus,Central Warehouse,2024-06-24,2024-06-19,Generated move order item for Stator Core 1.5 kW.
1201,1201,1,74.000,74.000,No,1800.00,133200.00,Central Warehouse,Production Line,2024-06-21,2024-06-20,Generated move order item for Stator Core 1.5 kW.
1202,1202,1,292.000,292.000,No,1800.00,525600.00,Production Line,Quality Inspection,2024-06-23,2024-06-21,Generated move order item for Stator Core 1.5 kW.
1203,1203,100,48.000,48.000,No,18500.00,888000.00,Assembly,FG Store,2024-06-25,2024-06-22,Generated move order item for BLDC Motor 1.5 kW.
1204,1204,100,13.000,13.000,No,18500.00,240500.00,FG Store,Dispatch Dock,2024-06-27,2024-06-23,Generated move order item for BLDC Motor 1.5 kW.
1205,1205,23,67.000,67.000,No,120.00,8040.00,Maintenance Store,Maintenance Bay,2024-06-29,2024-06-24,Generated move order item for Bearing 6202-2RS.
1206,1206,1,263.000,263.000,No,1800.00,473400.00,Assembly Surplus,Central Warehouse,2024-06-26,2024-06-25,Generated move order item for Stator Core 1.5 kW.
1207,1207,1,278.000,278.000,No,1800.00,500400.00,Central Warehouse,Production Line,2024-06-28,2024-06-26,Generated move order item for Stator Core 1.5 kW.
1208,1208,1,317.000,317.000,No,1800.00,570600.00,Production Line,Quality Inspection,2024-06-30,2024-06-27,Generated move order item for Stator Core 1.5 kW.
1209,1209,100,53.000,53.000,No,18500.00,980500.00,Assembly,FG Store,2024-07-02,2024-06-28,Generated move order item for BLDC Motor 1.5 kW.
1210,1210,100,9.000,9.000,No,18500.00,166500.00,FG Store,Dispatch Dock,2024-07-04,2024-06-29,Generated move order item for BLDC Motor 1.5 kW.
1211,1211,23,24.000,24.000,No,120.00,2880.00,Maintenance Store,Maintenance Bay,2024-07-01,2024-06-30,Generated move order item for Bearing 6202-2RS.
1212,1212,1,205.000,205.000,No,1800.00,369000.00,Assembly Surplus,Central Warehouse,2024-07-03,2024-07-01,Generated move order item for Stator Core 1.5 kW.
1213,1213,1,411.000,411.000,No,1800.00,739800.00,Central Warehouse,Production Line,2024-07-05,2024-07-02,Generated move order item for Stator Core 1.5 kW.
1214,1214,1,317.000,317.000,No,1800.00,570600.00,Production Line,Quality Inspection,2024-07-07,2024-07-03,Generated move order item for Stator Core 1.5 kW.
1215,1215,100,15.000,15.000,No,18500.00,277500.00,Assembly,FG Store,2024-07-09,2024-07-04,Generated move order item for BLDC Motor 1.5 kW.
1216,1216,100,6.000,6.000,No,18500.00,111000.00,FG Store,Dispatch Dock,2024-07-06,2024-07-05,Generated move order item for BLDC Motor 1.5 kW.
1217,1217,23,100.000,100.000,No,120.00,12000.00,Maintenance Store,Maintenance Bay,2024-07-08,2024-07-06,Generated move order item for Bearing 6202-2RS.
1218,1218,1,112.000,112.000,No,1800.00,201600.00,Assembly Surplus,Central Warehouse,2024-07-10,2024-07-07,Generated move order item for Stator Core 1.5 kW.
1219,1219,1,64.000,64.000,No,1800.00,115200.00,Central Warehouse,Production Line,2024-07-12,2024-07-08,Generated move order item for Stator Core 1.5 kW.
1220,1220,1,233.000,233.000,No,1800.00,419400.00,Production Line,Quality Inspection,2024-07-14,2024-07-09,Generated move order item for Stator Core 1.5 kW.
1221,1221,100,35.000,35.000,No,18500.00,647500.00,Assembly,FG Store,2024-07-11,2024-07-10,Generated move order item for BLDC Motor 1.5 kW.
1222,1222,100,19.000,19.000,No,18500.00,351500.00,FG Store,Dispatch Dock,2024-07-13,2024-07-11,Generated move order item for BLDC Motor 1.5 kW.
1223,1223,23,21.000,21.000,No,120.00,2520.00,Maintenance Store,Maintenance Bay,2024-07-15,2024-07-12,Generated move order item for Bearing 6202-2RS.
1224,1224,1,89.000,89.000,No,1800.00,160200.00,Assembly Surplus,Central Warehouse,2024-07-17,2024-07-13,Generated move order item for Stator Core 1.5 kW.
1225,1225,1,233.000,233.000,No,1800.00,419400.00,Central Warehouse,Production Line,2024-07-19,2024-07-14,Generated move order item for Stator Core 1.5 kW.
1226,1226,1,479.000,479.000,No,1800.00,862200.00,Production Line,Quality Inspection,2024-07-16,2024-07-15,Generated move order item for Stator Core 1.5 kW.
1227,1227,100,13.000,13.000,No,18500.00,240500.00,Assembly,FG Store,2024-07-18,2024-07-16,Generated move order item for BLDC Motor 1.5 kW.
1228,1228,100,37.000,37.000,No,18500.00,684500.00,FG Store,Dispatch Dock,2024-07-20,2024-07-17,Generated move order item for BLDC Motor 1.5 kW.
1229,1229,23,23.000,23.000,No,120.00,2760.00,Maintenance Store,Maintenance Bay,2024-07-22,2024-07-18,Generated move order item for Bearing 6202-2RS.
1230,1230,1,353.000,353.000,No,1800.00,635400.00,Assembly Surplus,Central Warehouse,2024-07-24,2024-07-19,Generated move order item for Stator Core 1.5 kW.
1231,1231,1,77.000,77.000,No,1800.00,138600.00,Central Warehouse,Production Line,2024-07-21,2024-07-20,Generated move order item for Stator Core 1.5 kW.
1232,1232,1,141.000,141.000,No,1800.00,253800.00,Production Line,Quality Inspection,2024-07-23,2024-07-21,Generated move order item for Stator Core 1.5 kW.
1233,1233,100,5.000,5.000,No,18500.00,92500.00,Assembly,FG Store,2024-07-25,2024-07-22,Generated move order item for BLDC Motor 1.5 kW.
1234,1234,100,41.000,41.000,No,18500.00,758500.00,FG Store,Dispatch Dock,2024-07-27,2024-07-23,Generated move order item for BLDC Motor 1.5 kW.
1235,1235,23,74.000,74.000,No,120.00,8880.00,Maintenance Store,Maintenance Bay,2024-07-29,2024-07-24,Generated move order item for Bearing 6202-2RS.
1236,1236,1,127.000,127.000,No,1800.00,228600.00,Assembly Surplus,Central Warehouse,2024-07-26,2024-07-25,Generated move order item for Stator Core 1.5 kW.
1237,1237,1,254.000,254.000,No,1800.00,457200.00,Central Warehouse,Production Line,2024-07-28,2024-07-26,Generated move order item for Stator Core 1.5 kW.
1238,1238,1,182.000,182.000,No,1800.00,327600.00,Production Line,Quality Inspection,2024-07-30,2024-07-27,Generated move order item for Stator Core 1.5 kW.
1239,1239,100,7.000,7.000,No,18500.00,129500.00,Assembly,FG Store,2024-08-01,2024-07-28,Generated move order item for BLDC Motor 1.5 kW.
1240,1240,100,7.000,7.000,No,18500.00,129500.00,FG Store,Dispatch Dock,2024-08-03,2024-07-29,Generated move order item for BLDC Motor 1.5 kW.
1241,1241,23,95.000,95.000,No,120.00,11400.00,Maintenance Store,Maintenance Bay,2024-07-31,2024-07-30,Generated move order item for Bearing 6202-2RS.
1242,1242,1,341.000,341.000,No,1800.00,613800.00,Assembly Surplus,Central Warehouse,2024-08-02,2024-07-31,Generated move order item for Stator Core 1.5 kW.
1243,1243,1,350.000,350.000,No,1800.00,630000.00,Central Warehouse,Production Line,2024-08-04,2024-08-01,Generated move order item for Stator Core 1.5 kW.
1244,1244,1,183.000,183.000,No,1800.00,329400.00,Production Line,Quality Inspection,2024-08-06,2024-08-02,Generated move order item for Stator Core 1.5 kW.
1245,1245,100,19.000,19.000,No,18500.00,351500.00,Assembly,FG Store,2024-08-08,2024-08-03,Generated move order item for BLDC Motor 1.5 kW.
1246,1246,100,49.000,49.000,No,18500.00,906500.00,FG Store,Dispatch Dock,2024-08-05,2024-08-04,Generated move order item for BLDC Motor 1.5 kW.
1247,1247,23,47.000,47.000,No,120.00,5640.00,Maintenance Store,Maintenance Bay,2024-08-07,2024-08-05,Generated move order item for Bearing 6202-2RS.
1248,1248,1,96.000,96.000,No,1800.00,172800.00,Assembly Surplus,Central Warehouse,2024-08-09,2024-08-06,Generated move order item for Stator Core 1.5 kW.
1249,1249,1,270.000,270.000,No,1800.00,486000.00,Central Warehouse,Production Line,2024-08-11,2024-08-07,Generated move order item for Stator Core 1.5 kW.
1250,1250,1,285.000,285.000,No,1800.00,513000.00,Production Line,Quality Inspection,2024-08-13,2024-08-08,Generated move order item for Stator Core 1.5 kW.
1251,1251,100,36.000,36.000,No,18500.00,666000.00,Assembly,FG Store,2024-08-10,2024-08-09,Generated move order item for BLDC Motor 1.5 kW.
1252,1252,100,35.000,35.000,No,18500.00,647500.00,FG Store,Dispatch Dock,2024-08-12,2024-08-10,Generated move order item for BLDC Motor 1.5 kW.
1253,1253,23,87.000,87.000,No,120.00,10440.00,Maintenance Store,Maintenance Bay,2024-08-14,2024-08-11,Generated move order item for Bearing 6202-2RS.
1254,1254,1,160.000,160.000,No,1800.00,288000.00,Assembly Surplus,Central Warehouse,2024-08-16,2024-08-12,Generated move order item for Stator Core 1.5 kW.
1255,1255,1,316.000,316.000,No,1800.00,568800.00,Central Warehouse,Production Line,2024-08-18,2024-08-13,Generated move order item for Stator Core 1.5 kW.
1256,1256,1,450.000,450.000,No,1800.00,810000.00,Production Line,Quality Inspection,2024-08-15,2024-08-14,Generated move order item for Stator Core 1.5 kW.
1257,1257,100,59.000,59.000,No,18500.00,1091500.00,Assembly,FG Store,2024-08-17,2024-08-15,Generated move order item for BLDC Motor 1.5 kW.
1258,1258,100,59.000,59.000,No,18500.00,1091500.00,FG Store,Dispatch Dock,2024-08-19,2024-08-16,Generated move order item for BLDC Motor 1.5 kW.
1259,1259,23,74.000,74.000,No,120.00,8880.00,Maintenance Store,Maintenance Bay,2024-08-21,2024-08-17,Generated move order item for Bearing 6202-2RS.
1260,1260,1,98.000,98.000,No,1800.00,176400.00,Assembly Surplus,Central Warehouse,2024-08-23,2024-08-18,Generated move order item for Stator Core 1.5 kW.
1261,1261,1,495.000,495.000,No,1800.00,891000.00,Central Warehouse,Production Line,2024-08-20,2024-08-19,Generated move order item for Stator Core 1.5 kW.
1262,1262,1,64.000,64.000,No,1800.00,115200.00,Production Line,Quality Inspection,2024-08-22,2024-08-20,Generated move order item for Stator Core 1.5 kW.
1263,1263,100,35.000,35.000,No,18500.00,647500.00,Assembly,FG Store,2024-08-24,2024-08-21,Generated move order item for BLDC Motor 1.5 kW.
1264,1264,100,30.000,30.000,No,18500.00,555000.00,FG Store,Dispatch Dock,2024-08-26,2024-08-22,Generated move order item for BLDC Motor 1.5 kW.
1265,1265,23,70.000,70.000,No,120.00,8400.00,Maintenance Store,Maintenance Bay,2024-08-28,2024-08-23,Generated move order item for Bearing 6202-2RS.
1266,1266,1,403.000,403.000,No,1800.00,725400.00,Assembly Surplus,Central Warehouse,2024-08-25,2024-08-24,Generated move order item for Stator Core 1.5 kW.
1267,1267,1,382.000,382.000,No,1800.00,687600.00,Central Warehouse,Production Line,2024-08-27,2024-08-25,Generated move order item for Stator Core 1.5 kW.
1268,1268,1,152.000,152.000,No,1800.00,273600.00,Production Line,Quality Inspection,2024-08-29,2024-08-26,Generated move order item for Stator Core 1.5 kW.
1269,1269,100,47.000,47.000,No,18500.00,869500.00,Assembly,FG Store,2024-08-31,2024-08-27,Generated move order item for BLDC Motor 1.5 kW.
1270,1270,100,47.000,47.000,No,18500.00,869500.00,FG Store,Dispatch Dock,2024-09-02,2024-08-28,Generated move order item for BLDC Motor 1.5 kW.
1271,1271,23,7.000,7.000,No,120.00,840.00,Maintenance Store,Maintenance Bay,2024-08-30,2024-08-29,Generated move order item for Bearing 6202-2RS.
1272,1272,1,337.000,337.000,No,1800.00,606600.00,Assembly Surplus,Central Warehouse,2024-09-01,2024-08-30,Generated move order item for Stator Core 1.5 kW.
1273,1273,1,107.000,107.000,No,1800.00,192600.00,Central Warehouse,Production Line,2024-09-03,2024-08-31,Generated move order item for Stator Core 1.5 kW.
1274,1274,1,303.000,303.000,No,1800.00,545400.00,Production Line,Quality Inspection,2024-09-05,2024-09-01,Generated move order item for Stator Core 1.5 kW.
1275,1275,100,17.000,17.000,No,18500.00,314500.00,Assembly,FG Store,2024-09-07,2024-09-02,Generated move order item for BLDC Motor 1.5 kW.
1276,1276,100,25.000,25.000,No,18500.00,462500.00,FG Store,Dispatch Dock,2024-09-04,2024-09-03,Generated move order item for BLDC Motor 1.5 kW.
1277,1277,23,31.000,31.000,No,120.00,3720.00,Maintenance Store,Maintenance Bay,2024-09-06,2024-09-04,Generated move order item for Bearing 6202-2RS.
1278,1278,1,438.000,438.000,No,1800.00,788400.00,Assembly Surplus,Central Warehouse,2024-09-08,2024-09-05,Generated move order item for Stator Core 1.5 kW.
1279,1279,1,458.000,458.000,No,1800.00,824400.00,Central Warehouse,Production Line,2024-09-10,2024-09-06,Generated move order item for Stator Core 1.5 kW.
1280,1280,1,410.000,410.000,No,1800.00,738000.00,Production Line,Quality Inspection,2024-09-12,2024-09-07,Generated move order item for Stator Core 1.5 kW.
1281,1281,100,45.000,45.000,No,18500.00,832500.00,Assembly,FG Store,2024-09-09,2024-09-08,Generated move order item for BLDC Motor 1.5 kW.
1282,1282,100,25.000,25.000,No,18500.00,462500.00,FG Store,Dispatch Dock,2024-09-11,2024-09-09,Generated move order item for BLDC Motor 1.5 kW.
1283,1283,23,18.000,18.000,No,120.00,2160.00,Maintenance Store,Maintenance Bay,2024-09-13,2024-09-10,Generated move order item for Bearing 6202-2RS.
1284,1284,1,306.000,306.000,No,1800.00,550800.00,Assembly Surplus,Central Warehouse,2024-09-15,2024-09-11,Generated move order item for Stator Core 1.5 kW.
1285,1285,1,242.000,242.000,No,1800.00,435600.00,Central Warehouse,Production Line,2024-09-17,2024-09-12,Generated move order item for Stator Core 1.5 kW.
1286,1286,1,177.000,177.000,No,1800.00,318600.00,Production Line,Quality Inspection,2024-09-14,2024-09-13,Generated move order item for Stator Core 1.5 kW.
1287,1287,100,18.000,18.000,No,18500.00,333000.00,Assembly,FG Store,2024-09-16,2024-09-14,Generated move order item for BLDC Motor 1.5 kW.
1288,1288,100,14.000,14.000,No,18500.00,259000.00,FG Store,Dispatch Dock,2024-09-18,2024-09-15,Generated move order item for BLDC Motor 1.5 kW.
1289,1289,23,84.000,84.000,No,120.00,10080.00,Maintenance Store,Maintenance Bay,2024-09-20,2024-09-16,Generated move order item for Bearing 6202-2RS.
1290,1290,1,194.000,194.000,No,1800.00,349200.00,Assembly Surplus,Central Warehouse,2024-09-22,2024-09-17,Generated move order item for Stator Core 1.5 kW.
1291,1291,1,463.000,463.000,No,1800.00,833400.00,Central Warehouse,Production Line,2024-09-19,2024-09-18,Generated move order item for Stator Core 1.5 kW.
1292,1292,1,352.000,352.000,No,1800.00,633600.00,Production Line,Quality Inspection,2024-09-21,2024-09-19,Generated move order item for Stator Core 1.5 kW.
1293,1293,100,14.000,14.000,No,18500.00,259000.00,Assembly,FG Store,2024-09-23,2024-09-20,Generated move order item for BLDC Motor 1.5 kW.
1294,1294,100,8.000,8.000,No,18500.00,148000.00,FG Store,Dispatch Dock,2024-09-25,2024-09-21,Generated move order item for BLDC Motor 1.5 kW.
1295,1295,23,44.000,44.000,No,120.00,5280.00,Maintenance Store,Maintenance Bay,2024-09-27,2024-09-22,Generated move order item for Bearing 6202-2RS.
1296,1296,1,86.000,86.000,No,1800.00,154800.00,Assembly Surplus,Central Warehouse,2024-09-24,2024-09-23,Generated move order item for Stator Core 1.5 kW.
1297,1297,1,479.000,479.000,No,1800.00,862200.00,Central Warehouse,Production Line,2024-09-26,2024-09-24,Generated move order item for Stator Core 1.5 kW.
1298,1298,1,459.000,459.000,No,1800.00,826200.00,Production Line,Quality Inspection,2024-09-28,2024-09-25,Generated move order item for Stator Core 1.5 kW.
1299,1299,100,41.000,41.000,No,18500.00,758500.00,Assembly,FG Store,2024-09-30,2024-09-26,Generated move order item for BLDC Motor 1.5 kW.
1300,1300,100,21.000,21.000,No,18500.00,388500.00,FG Store,Dispatch Dock,2024-10-02,2024-09-27,Generated move order item for BLDC Motor 1.5 kW.
1301,1301,23,88.000,88.000,No,120.00,10560.00,Maintenance Store,Maintenance Bay,2024-09-29,2024-09-28,Generated move order item for Bearing 6202-2RS.
1302,1302,1,341.000,341.000,No,1800.00,613800.00,Assembly Surplus,Central Warehouse,2024-10-01,2024-09-29,Generated move order item for Stator Core 1.5 kW.
1303,1303,1,211.000,211.000,No,1800.00,379800.00,Central Warehouse,Production Line,2024-10-03,2024-09-30,Generated move order item for Stator Core 1.5 kW.
1304,1304,1,446.000,446.000,No,1800.00,802800.00,Production Line,Quality Inspection,2024-10-05,2024-10-01,Generated move order item for Stator Core 1.5 kW.
1305,1305,100,16.000,16.000,No,18500.00,296000.00,Assembly,FG Store,2024-10-07,2024-10-02,Generated move order item for BLDC Motor 1.5 kW.
1306,1306,100,36.000,36.000,No,18500.00,666000.00,FG Store,Dispatch Dock,2024-10-04,2024-10-03,Generated move order item for BLDC Motor 1.5 kW.
1307,1307,23,71.000,71.000,No,120.00,8520.00,Maintenance Store,Maintenance Bay,2024-10-06,2024-10-04,Generated move order item for Bearing 6202-2RS.
1308,1308,1,459.000,459.000,No,1800.00,826200.00,Assembly Surplus,Central Warehouse,2024-10-08,2024-10-05,Generated move order item for Stator Core 1.5 kW.
1309,1309,1,111.000,111.000,No,1800.00,199800.00,Central Warehouse,Production Line,2024-10-10,2024-10-06,Generated move order item for Stator Core 1.5 kW.
1310,1310,1,179.000,179.000,No,1800.00,322200.00,Production Line,Quality Inspection,2024-10-12,2024-10-07,Generated move order item for Stator Core 1.5 kW.
1311,1311,100,52.000,52.000,No,18500.00,962000.00,Assembly,FG Store,2024-10-09,2024-10-08,Generated move order item for BLDC Motor 1.5 kW.
1312,1312,100,32.000,32.000,No,18500.00,592000.00,FG Store,Dispatch Dock,2024-10-11,2024-10-09,Generated move order item for BLDC Motor 1.5 kW.
1313,1313,23,77.000,77.000,No,120.00,9240.00,Maintenance Store,Maintenance Bay,2024-10-13,2024-10-10,Generated move order item for Bearing 6202-2RS.
1314,1314,1,398.000,398.000,No,1800.00,716400.00,Assembly Surplus,Central Warehouse,2024-10-15,2024-10-11,Generated move order item for Stator Core 1.5 kW.
1315,1315,1,187.000,187.000,No,1800.00,336600.00,Central Warehouse,Production Line,2024-10-17,2024-10-12,Generated move order item for Stator Core 1.5 kW.
1316,1316,1,199.000,199.000,No,1800.00,358200.00,Production Line,Quality Inspection,2024-10-14,2024-10-13,Generated move order item for Stator Core 1.5 kW.
1317,1317,100,32.000,32.000,No,18500.00,592000.00,Assembly,FG Store,2024-10-16,2024-10-14,Generated move order item for BLDC Motor 1.5 kW.
1318,1318,100,6.000,6.000,No,18500.00,111000.00,FG Store,Dispatch Dock,2024-10-18,2024-10-15,Generated move order item for BLDC Motor 1.5 kW.
1319,1319,23,81.000,81.000,No,120.00,9720.00,Maintenance Store,Maintenance Bay,2024-10-20,2024-10-16,Generated move order item for Bearing 6202-2RS.
1320,1320,1,102.000,102.000,No,1800.00,183600.00,Assembly Surplus,Central Warehouse,2024-10-22,2024-10-17,Generated move order item for Stator Core 1.5 kW.
1321,1321,1,471.000,471.000,No,1800.00,847800.00,Central Warehouse,Production Line,2024-10-19,2024-10-18,Generated move order item for Stator Core 1.5 kW.
1322,1322,1,401.000,401.000,No,1800.00,721800.00,Production Line,Quality Inspection,2024-10-21,2024-10-19,Generated move order item for Stator Core 1.5 kW.
1323,1323,100,24.000,24.000,No,18500.00,444000.00,Assembly,FG Store,2024-10-23,2024-10-20,Generated move order item for BLDC Motor 1.5 kW.
1324,1324,100,9.000,9.000,No,18500.00,166500.00,FG Store,Dispatch Dock,2024-10-25,2024-10-21,Generated move order item for BLDC Motor 1.5 kW.
1325,1325,23,80.000,80.000,No,120.00,9600.00,Maintenance Store,Maintenance Bay,2024-10-27,2024-10-22,Generated move order item for Bearing 6202-2RS.
1326,1326,1,252.000,252.000,No,1800.00,453600.00,Assembly Surplus,Central Warehouse,2024-10-24,2024-10-23,Generated move order item for Stator Core 1.5 kW.
1327,1327,1,137.000,137.000,No,1800.00,246600.00,Central Warehouse,Production Line,2024-10-26,2024-10-24,Generated move order item for Stator Core 1.5 kW.
1328,1328,1,243.000,243.000,No,1800.00,437400.00,Production Line,Quality Inspection,2024-10-28,2024-10-25,Generated move order item for Stator Core 1.5 kW.
1329,1329,100,55.000,55.000,No,18500.00,1017500.00,Assembly,FG Store,2024-10-30,2024-10-26,Generated move order item for BLDC Motor 1.5 kW.
1330,1330,100,43.000,43.000,No,18500.00,795500.00,FG Store,Dispatch Dock,2024-11-01,2024-10-27,Generated move order item for BLDC Motor 1.5 kW.
1331,1331,23,70.000,70.000,No,120.00,8400.00,Maintenance Store,Maintenance Bay,2024-10-29,2024-10-28,Generated move order item for Bearing 6202-2RS.
1332,1332,1,282.000,282.000,No,1800.00,507600.00,Assembly Surplus,Central Warehouse,2024-10-31,2024-10-29,Generated move order item for Stator Core 1.5 kW.
1333,1333,1,118.000,118.000,No,1800.00,212400.00,Central Warehouse,Production Line,2024-11-02,2024-10-30,Generated move order item for Stator Core 1.5 kW.
1334,1334,1,478.000,478.000,No,1800.00,860400.00,Production Line,Quality Inspection,2024-11-04,2024-10-31,Generated move order item for Stator Core 1.5 kW.
1335,1335,100,46.000,46.000,No,18500.00,851000.00,Assembly,FG Store,2024-11-06,2024-11-01,Generated move order item for BLDC Motor 1.5 kW.
1336,1336,100,33.000,33.000,No,18500.00,610500.00,FG Store,Dispatch Dock,2024-11-03,2024-11-02,Generated move order item for BLDC Motor 1.5 kW.
1337,1337,23,74.000,74.000,No,120.00,8880.00,Maintenance Store,Maintenance Bay,2024-11-05,2024-11-03,Generated move order item for Bearing 6202-2RS.
1338,1338,1,213.000,213.000,No,1800.00,383400.00,Assembly Surplus,Central Warehouse,2024-11-07,2024-11-04,Generated move order item for Stator Core 1.5 kW.
1339,1339,1,384.000,384.000,No,1800.00,691200.00,Central Warehouse,Production Line,2024-11-09,2024-11-05,Generated move order item for Stator Core 1.5 kW.
1340,1340,1,486.000,486.000,No,1800.00,874800.00,Production Line,Quality Inspection,2024-11-11,2024-11-06,Generated move order item for Stator Core 1.5 kW.
1341,1341,100,24.000,24.000,No,18500.00,444000.00,Assembly,FG Store,2024-11-08,2024-11-07,Generated move order item for BLDC Motor 1.5 kW.
1342,1342,100,5.000,5.000,No,18500.00,92500.00,FG Store,Dispatch Dock,2024-11-10,2024-11-08,Generated move order item for BLDC Motor 1.5 kW.
1343,1343,23,76.000,76.000,No,120.00,9120.00,Maintenance Store,Maintenance Bay,2024-11-12,2024-11-09,Generated move order item for Bearing 6202-2RS.
1344,1344,1,434.000,434.000,No,1800.00,781200.00,Assembly Surplus,Central Warehouse,2024-11-14,2024-11-10,Generated move order item for Stator Core 1.5 kW.
1345,1345,1,422.000,422.000,No,1800.00,759600.00,Central Warehouse,Production Line,2024-11-16,2024-11-11,Generated move order item for Stator Core 1.5 kW.
1346,1346,1,489.000,489.000,No,1800.00,880200.00,Production Line,Quality Inspection,2024-11-13,2024-11-12,Generated move order item for Stator Core 1.5 kW.
1347,1347,100,24.000,24.000,No,18500.00,444000.00,Assembly,FG Store,2024-11-15,2024-11-13,Generated move order item for BLDC Motor 1.5 kW.
1348,1348,100,56.000,56.000,No,18500.00,1036000.00,FG Store,Dispatch Dock,2024-11-17,2024-11-14,Generated move order item for BLDC Motor 1.5 kW.
1349,1349,23,24.000,24.000,No,120.00,2880.00,Maintenance Store,Maintenance Bay,2024-11-19,2024-11-15,Generated move order item for Bearing 6202-2RS.
1350,1350,1,314.000,314.000,No,1800.00,565200.00,Assembly Surplus,Central Warehouse,2024-11-21,2024-11-16,Generated move order item for Stator Core 1.5 kW.
1351,1351,1,450.000,450.000,No,1800.00,810000.00,Central Warehouse,Production Line,2024-11-18,2024-11-17,Generated move order item for Stator Core 1.5 kW.
1352,1352,1,462.000,462.000,No,1800.00,831600.00,Production Line,Quality Inspection,2024-11-20,2024-11-18,Generated move order item for Stator Core 1.5 kW.
1353,1353,100,39.000,39.000,No,18500.00,721500.00,Assembly,FG Store,2024-11-22,2024-11-19,Generated move order item for BLDC Motor 1.5 kW.
1354,1354,100,35.000,35.000,No,18500.00,647500.00,FG Store,Dispatch Dock,2024-11-24,2024-11-20,Generated move order item for BLDC Motor 1.5 kW.
1355,1355,23,49.000,49.000,No,120.00,5880.00,Maintenance Store,Maintenance Bay,2024-11-26,2024-11-21,Generated move order item for Bearing 6202-2RS.
1356,1356,1,441.000,441.000,No,1800.00,793800.00,Assembly Surplus,Central Warehouse,2024-11-23,2024-11-22,Generated move order item for Stator Core 1.5 kW.
1357,1357,1,446.000,446.000,No,1800.00,802800.00,Central Warehouse,Production Line,2024-11-25,2024-11-23,Generated move order item for Stator Core 1.5 kW.
1358,1358,1,158.000,158.000,No,1800.00,284400.00,Production Line,Quality Inspection,2024-11-27,2024-11-24,Generated move order item for Stator Core 1.5 kW.
1359,1359,100,12.000,12.000,No,18500.00,222000.00,Assembly,FG Store,2024-11-29,2024-11-25,Generated move order item for BLDC Motor 1.5 kW.
1360,1360,100,50.000,50.000,No,18500.00,925000.00,FG Store,Dispatch Dock,2024-12-01,2024-11-26,Generated move order item for BLDC Motor 1.5 kW.
1361,1361,23,82.000,82.000,No,120.00,9840.00,Maintenance Store,Maintenance Bay,2024-11-28,2024-11-27,Generated move order item for Bearing 6202-2RS.
1362,1362,1,95.000,95.000,No,1800.00,171000.00,Assembly Surplus,Central Warehouse,2024-11-30,2024-11-28,Generated move order item for Stator Core 1.5 kW.
1363,1363,1,271.000,271.000,No,1800.00,487800.00,Central Warehouse,Production Line,2024-12-02,2024-11-29,Generated move order item for Stator Core 1.5 kW.
1364,1364,1,278.000,278.000,No,1800.00,500400.00,Production Line,Quality Inspection,2024-12-04,2024-11-30,Generated move order item for Stator Core 1.5 kW.
1365,1365,100,7.000,7.000,No,18500.00,129500.00,Assembly,FG Store,2024-12-06,2024-12-01,Generated move order item for BLDC Motor 1.5 kW.
1366,1366,100,42.000,42.000,No,18500.00,777000.00,FG Store,Dispatch Dock,2024-12-03,2024-12-02,Generated move order item for BLDC Motor 1.5 kW.
1367,1367,23,98.000,98.000,No,120.00,11760.00,Maintenance Store,Maintenance Bay,2024-12-05,2024-12-03,Generated move order item for Bearing 6202-2RS.
