mo_id,mo_number,mo_date,requested_by,requested_by_department,from_department_id,to_department_id,move_order_type,priority,source_location,destination_location,reason,required_date,approved_by,approved_date,issued_by,issued_date,received_by,received_date,status,remarks
890,MO-2025-0890,2025-11-11,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-11-16,6.0,2025-11-11,7.0,2025-11-11,8.0,2025-11-12,Received,Generated internal movement.
891,MO-2025-0891,2025-11-12,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-11-13,,,,,,,Pending Approval,Generated internal movement.
892,MO-2025-0892,2025-11-13,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-11-15,8.0,2025-11-13,9.0,2025-11-13,10.0,2025-11-14,Received,Generated internal movement.
893,MO-2025-0893,2025-11-14,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-11-17,9.0,2025-11-14,10.0,2025-11-14,11.0,2025-11-15,Received,Generated internal movement.
894,MO-2025-0894,2025-11-15,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-11-19,10.0,2025-11-15,11.0,2025-11-15,12.0,2025-11-16,Received,Generated internal movement.
895,MO-2025-0895,2025-11-16,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-11-21,11.0,2025-11-16,12.0,2025-11-16,13.0,2025-11-17,Received,Generated internal movement.
896,MO-2025-0896,2025-11-17,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-11-18,,,,,,,Pending Approval,Generated internal movement.
897,MO-2025-0897,2025-11-18,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-11-20,13.0,2025-11-18,1.0,2025-11-18,3.0,2025-11-19,Received,Generated internal movement.
898,MO-2025-0898,2025-11-19,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-11-22,1.0,2025-11-19,3.0,2025-11-19,4.0,2025-11-20,Received,Generated internal movement.
899,MO-2025-0899,2025-11-20,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-11-24,3.0,2025-11-20,4.0,2025-11-20,5.0,2025-11-21,Received,Generated internal movement.
900,MO-2025-0900,2025-11-21,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-11-26,4.0,2025-11-21,5.0,2025-11-21,6.0,2025-11-22,Received,Generated internal movement.
901,MO-2025-0901,2025-11-22,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-11-23,,,,,,,Pending Approval,Generated internal movement.
902,MO-2025-0902,2025-11-23,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-11-25,6.0,2025-11-23,7.0,2025-11-23,8.0,2025-11-24,Received,Generated internal movement.
903,MO-2025-0903,2025-11-24,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-11-27,7.0,2025-11-24,8.0,2025-11-24,9.0,2025-11-25,Received,Generated internal movement.
904,MO-2025-0904,2025-11-25,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-11-29,8.0,2025-11-25,9.0,2025-11-25,10.0,2025-11-26,Received,Generated internal movement.
905,MO-2025-0905,2025-11-26,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-12-01,9.0,2025-11-26,10.0,2025-11-26,11.0,2025-11-27,Received,Generated internal movement.
906,MO-2025-0906,2025-11-27,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-11-28,,,,,,,Pending Approval,Generated internal movement.
907,MO-2025-0907,2025-11-28,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-11-30,11.0,2025-11-28,12.0,2025-11-28,13.0,2025-11-29,Received,Generated internal movement.
908,MO-2025-0908,2025-11-29,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-12-02,12.0,2025-11-29,13.0,2025-11-29,1.0,2025-11-30,Received,Generated internal movement.
909,MO-2025-0909,2025-11-30,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-12-04,13.0,2025-11-30,1.0,2025-11-30,3.0,2025-12-01,Received,Generated internal movement.
910,MO-2025-0910,2025-12-01,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-12-06,1.0,2025-12-01,3.0,2025-12-01,4.0,2025-12-02,Received,Generated internal movement.
911,MO-2025-0911,2025-12-02,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-12-03,,,,,,,Pending Approval,Generated internal movement.
912,MO-2025-0912,2025-12-03,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-12-05,4.0,2025-12-03,5.0,2025-12-03,6.0,2025-12-04,Received,Generated internal movement.
913,MO-2025-0913,2025-12-04,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-12-07,5.0,2025-12-04,6.0,2025-12-04,7.0,2025-12-05,Received,Generated internal movement.
914,MO-2025-0914,2025-12-05,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-12-09,6.0,2025-12-05,7.0,2025-12-05,8.0,2025-12-06,Received,Generated internal movement.
915,MO-2025-0915,2025-12-06,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-12-11,7.0,2025-12-06,8.0,2025-12-06,9.0,2025-12-07,Received,Generated internal movement.
916,MO-2025-0916,2025-12-07,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-12-08,,,,,,,Pending Approval,Generated internal movement.
917,MO-2025-0917,2025-12-08,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-12-10,9.0,2025-12-08,10.0,2025-12-08,11.0,2025-12-09,Received,Generated internal movement.
918,MO-2025-0918,2025-12-09,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-12-12,10.0,2025-12-09,11.0,2025-12-09,12.0,2025-12-10,Received,Generated internal movement.
919,MO-2025-0919,2025-12-10,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-12-14,11.0,2025-12-10,12.0,2025-12-10,13.0,2025-12-11,Received,Generated internal movement.
920,MO-2025-0920,2025-12-11,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-12-16,12.0,2025-12-11,13.0,2025-12-11,1.0,2025-12-12,Received,Generated internal movement.
921,MO-2025-0921,2025-12-12,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-12-13,,,,,,,Pending Approval,Generated internal movement.
922,MO-2025-0922,2025-12-13,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-12-15,1.0,2025-12-13,3.0,2025-12-13,4.0,2025-12-14,Received,Generated internal movement.
923,MO-2025-0923,2025-12-14,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-12-17,3.0,2025-12-14,4.0,2025-12-14,5.0,2025-12-15,Received,Generated internal movement.
924,MO-2025-0924,2025-12-15,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-12-19,4.0,2025-12-15,5.0,2025-12-15,6.0,2025-12-16,Received,Generated internal movement.
925,MO-2025-0925,2025-12-16,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-12-21,5.0,2025-12-16,6.0,2025-12-16,7.0,2025-12-17,Received,Generated internal movement.
926,MO-2025-0926,2025-12-17,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-12-18,,,,,,,Pending Approval,Generated internal movement.
927,MO-2025-0927,2025-12-18,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-12-20,7.0,2025-12-18,8.0,2025-12-18,9.0,2025-12-19,Received,Generated internal movement.
928,MO-2025-0928,2025-12-19,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-12-22,8.0,2025-12-19,9.0,2025-12-19,10.0,2025-12-20,Received,Generated internal movement.
929,MO-2025-0929,2025-12-20,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-12-24,9.0,2025-12-20,10.0,2025-12-20,11.0,2025-12-21,Received,Generated internal movement.
930,MO-2025-0930,2025-12-21,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-12-26,10.0,2025-12-21,11.0,2025-12-21,12.0,2025-12-22,Received,Generated internal movement.
931,MO-2025-0931,2025-12-22,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-12-23,,,,,,,Pending Approval,Generated internal movement.
932,MO-2025-0932,2025-12-23,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2025-12-25,12.0,2025-12-23,13.0,2025-12-23,1.0,2025-12-24,Received,Generated internal movement.
933,MO-2025-0933,2025-12-24,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2025-12-27,13.0,2025-12-24,1.0,2025-12-24,3.0,2025-12-25,Received,Generated internal movement.
934,MO-2025-0934,2025-12-25,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2025-12-29,1.0,2025-12-25,3.0,2025-12-25,4.0,2025-12-26,Received,Generated internal movement.
935,MO-2025-0935,2025-12-26,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2025-12-31,3.0,2025-12-26,4.0,2025-12-26,5.0,2025-12-27,Received,Generated internal movement.
936,MO-2025-0936,2025-12-27,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2025-12-28,,,,,,,Pending Approval,Generated internal movement.
937,MO-2025-0937,2025-12-28,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2025-12-30,5.0,2025-12-28,6.0,2025-12-28,7.0,2025-12-29,Received,Generated internal movement.
938,MO-2025-0938,2025-12-29,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-01-01,6.0,2025-12-29,7.0,2025-12-29,8.0,2025-12-30,Received,Generated internal movement.
939,MO-2025-0939,2025-12-30,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-01-03,7.0,2025-12-30,8.0,2025-12-30,9.0,2025-12-31,Received,Generated internal movement.
940,MO-2025-0940,2025-12-31,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-01-05,8.0,2025-12-31,9.0,2025-12-31,10.0,2026-01-01,Received,Generated internal movement.
941,MO-2026-0941,2026-01-01,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-01-02,,,,,,,Pending Approval,Generated internal movement.
942,MO-2026-0942,2026-01-02,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-01-04,10.0,2026-01-02,11.0,2026-01-02,12.0,2026-01-03,Received,Generated internal movement.
943,MO-2026-0943,2026-01-03,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-01-06,11.0,2026-01-03,12.0,2026-01-03,13.0,2026-01-04,Received,Generated internal movement.
944,MO-2026-0944,2026-01-04,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-01-08,12.0,2026-01-04,13.0,2026-01-04,1.0,2026-01-05,Received,Generated internal movement.
945,MO-2026-0945,2026-01-05,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-01-10,13.0,2026-01-05,1.0,2026-01-05,3.0,2026-01-06,Received,Generated internal movement.
946,MO-2026-0946,2026-01-06,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-01-07,,,,,,,Pending Approval,Generated internal movement.
947,MO-2026-0947,2026-01-07,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-01-09,3.0,2026-01-07,4.0,2026-01-07,5.0,2026-01-08,Received,Generated internal movement.
948,MO-2026-0948,2026-01-08,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-01-11,4.0,2026-01-08,5.0,2026-01-08,6.0,2026-01-09,Received,Generated internal movement.
949,MO-2026-0949,2026-01-09,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-01-13,5.0,2026-01-09,6.0,2026-01-09,7.0,2026-01-10,Received,Generated internal movement.
950,MO-2026-0950,2026-01-10,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-01-15,6.0,2026-01-10,7.0,2026-01-10,8.0,2026-01-11,Received,Generated internal movement.
951,MO-2026-0951,2026-01-11,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-01-12,,,,,,,Pending Approval,Generated internal movement.
952,MO-2026-0952,2026-01-12,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-01-14,8.0,2026-01-12,9.0,2026-01-12,10.0,2026-01-13,Received,Generated internal movement.
953,MO-2026-0953,2026-01-13,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-01-16,9.0,2026-01-13,10.0,2026-01-13,11.0,2026-01-14,Received,Generated internal movement.
954,MO-2026-0954,2026-01-14,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-01-18,10.0,2026-01-14,11.0,2026-01-14,12.0,2026-01-15,Received,Generated internal movement.
955,MO-2026-0955,2026-01-15,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-01-20,11.0,2026-01-15,12.0,2026-01-15,13.0,2026-01-16,Received,Generated internal movement.
956,MO-2026-0956,2026-01-16,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-01-17,,,,,,,Pending Approval,Generated internal movement.
957,MO-2026-0957,2026-01-17,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-01-19,13.0,2026-01-17,1.0,2026-01-17,3.0,2026-01-18,Received,Generated internal movement.
958,MO-2026-0958,2026-01-18,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-01-21,1.0,2026-01-18,3.0,2026-01-18,4.0,2026-01-19,Received,Generated internal movement.
959,MO-2026-0959,2026-01-19,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-01-23,3.0,2026-01-19,4.0,2026-01-19,5.0,2026-01-20,Received,Generated internal movement.
960,MO-2026-0960,2026-01-20,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-01-25,4.0,2026-01-20,5.0,2026-01-20,6.0,2026-01-21,Received,Generated internal movement.
961,MO-2026-0961,2026-01-21,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-01-22,,,,,,,Pending Approval,Generated internal movement.
962,MO-2026-0962,2026-01-22,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-01-24,6.0,2026-01-22,7.0,2026-01-22,8.0,2026-01-23,Received,Generated internal movement.
963,MO-2026-0963,2026-01-23,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-01-26,7.0,2026-01-23,8.0,2026-01-23,9.0,2026-01-24,Received,Generated internal movement.
964,MO-2026-0964,2026-01-24,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-01-28,8.0,2026-01-24,9.0,2026-01-24,10.0,2026-01-25,Received,Generated internal movement.
965,MO-2026-0965,2026-01-25,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-01-30,9.0,2026-01-25,10.0,2026-01-25,11.0,2026-01-26,Received,Generated internal movement.
966,MO-2026-0966,2026-01-26,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-01-27,,,,,,,Pending Approval,Generated internal movement.
967,MO-2026-0967,2026-01-27,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-01-29,11.0,2026-01-27,12.0,2026-01-27,13.0,2026-01-28,Received,Generated internal movement.
968,MO-2026-0968,2026-01-28,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-01-31,12.0,2026-01-28,13.0,2026-01-28,1.0,2026-01-29,Received,Generated internal movement.
969,MO-2026-0969,2026-01-29,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-02,13.0,2026-01-29,1.0,2026-01-29,3.0,2026-01-30,Received,Generated internal movement.
970,MO-2026-0970,2026-01-30,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-04,1.0,2026-01-30,3.0,2026-01-30,4.0,2026-01-31,Received,Generated internal movement.
971,MO-2026-0971,2026-01-31,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-01,,,,,,,Pending Approval,Generated internal movement.
972,MO-2026-0972,2026-02-01,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-03,4.0,2026-02-01,5.0,2026-02-01,6.0,2026-02-02,Received,Generated internal movement.
973,MO-2026-0973,2026-02-02,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-05,5.0,2026-02-02,6.0,2026-02-02,7.0,2026-02-03,Received,Generated internal movement.
974,MO-2026-0974,2026-02-03,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-07,6.0,2026-02-03,7.0,2026-02-03,8.0,2026-02-04,Received,Generated internal movement.
975,MO-2026-0975,2026-02-04,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-09,7.0,2026-02-04,8.0,2026-02-04,9.0,2026-02-05,Received,Generated internal movement.
976,MO-2026-0976,2026-02-05,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-06,,,,,,,Pending Approval,Generated internal movement.
977,MO-2026-0977,2026-02-06,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-08,9.0,2026-02-06,10.0,2026-02-06,11.0,2026-02-07,Received,Generated internal movement.
978,MO-2026-0978,2026-02-07,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-10,10.0,2026-02-07,11.0,2026-02-07,12.0,2026-02-08,Received,Generated internal movement.
979,MO-2026-0979,2026-02-08,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-12,11.0,2026-02-08,12.0,2026-02-08,13.0,2026-02-09,Received,Generated internal movement.
980,MO-2026-0980,2026-02-09,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-14,12.0,2026-02-09,13.0,2026-02-09,1.0,2026-02-10,Received,Generated internal movement.
981,MO-2026-0981,2026-02-10,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-11,,,,,,,Pending Approval,Generated internal movement.
982,MO-2026-0982,2026-02-11,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-13,1.0,2026-02-11,3.0,2026-02-11,4.0,2026-02-12,Received,Generated internal movement.
983,MO-2026-0983,2026-02-12,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-15,3.0,2026-02-12,4.0,2026-02-12,5.0,2026-02-13,Received,Generated internal movement.
984,MO-2026-0984,2026-02-13,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-17,4.0,2026-02-13,5.0,2026-02-13,6.0,2026-02-14,Received,Generated internal movement.
985,MO-2026-0985,2026-02-14,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-19,5.0,2026-02-14,6.0,2026-02-14,7.0,2026-02-15,Received,Generated internal movement.
986,MO-2026-0986,2026-02-15,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-16,,,,,,,Pending Approval,Generated internal movement.
987,MO-2026-0987,2026-02-16,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-18,7.0,2026-02-16,8.0,2026-02-16,9.0,2026-02-17,Received,Generated internal movement.
988,MO-2026-0988,2026-02-17,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-20,8.0,2026-02-17,9.0,2026-02-17,10.0,2026-02-18,Received,Generated internal movement.
989,MO-2026-0989,2026-02-18,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-02-22,9.0,2026-02-18,10.0,2026-02-18,11.0,2026-02-19,Received,Generated internal movement.
990,MO-2026-0990,2026-02-19,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-24,10.0,2026-02-19,11.0,2026-02-19,12.0,2026-02-20,Received,Generated internal movement.
991,MO-2026-0991,2026-02-20,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-21,,,,,,,Pending Approval,Generated internal movement.
992,MO-2026-0992,2026-02-21,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-02-23,12.0,2026-02-21,13.0,2026-02-21,1.0,2026-02-22,Received,Generated internal movement.
993,MO-2026-0993,2026-02-22,10,5,5,6,Production to Finished Goods,Low,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-02-25,13.0,2026-02-22,1.0,2026-02-22,3.0,2026-02-23,Received,Generated internal movement.
994,MO-2026-0994,2026-02-23,11,5,6,6,Finished Goods to Dispatch,Medium,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-02-27,1.0,2026-02-23,3.0,2026-02-23,4.0,2026-02-24,Received,Generated internal movement.
995,MO-2026-0995,2026-02-24,12,6,3,5,Stores to Maintenance,High,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-03-01,3.0,2026-02-24,4.0,2026-02-24,5.0,2026-02-25,Received,Generated internal movement.
996,MO-2026-0996,2026-02-25,13,6,5,3,Return to Stores,Urgent,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-02-26,,,,,,,Pending Approval,Generated internal movement.
997,MO-2026-0997,2026-02-26,1,1,3,5,Stores to Production,Low,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-02-28,5.0,2026-02-26,6.0,2026-02-26,7.0,2026-02-27,Received,Generated internal movement.
998,MO-2026-0998,2026-02-27,3,2,5,5,Production to Quality,Medium,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-03-02,6.0,2026-02-27,7.0,2026-02-27,8.0,2026-02-28,Received,Generated internal movement.
999,MO-2026-0999,2026-02-28,4,2,5,6,Production to Finished Goods,High,Assembly,FG Store,Production to Finished Goods for motor manufacturing operations.,2026-03-04,7.0,2026-02-28,8.0,2026-02-28,9.0,2026-03-01,Received,Generated internal movement.
1000,MO-2026-1000,2026-03-01,5,1,6,6,Finished Goods to Dispatch,Urgent,FG Store,Dispatch Dock,Finished Goods to Dispatch for motor manufacturing operations.,2026-03-06,8.0,2026-03-01,9.0,2026-03-01,10.0,2026-03-02,Received,Generated internal movement.
1001,MO-2026-1001,2026-03-02,6,3,3,5,Stores to Maintenance,Low,Maintenance Store,Maintenance Bay,Stores to Maintenance for motor manufacturing operations.,2026-03-03,,,,,,,Pending Approval,Generated internal movement.
1002,MO-2026-1002,2026-03-03,7,3,5,3,Return to Stores,Medium,Assembly Surplus,Central Warehouse,Return to Stores for motor manufacturing operations.,2026-03-05,10.0,2026-03-03,11.0,2026-03-03,12.0,2026-03-04,Received,Generated internal movement.
1003,MO-2026-1003,2026-03-04,8,4,3,5,Stores to Production,High,Central Warehouse,Production Line,Stores to Production for motor manufacturing operations.,2026-03-07,11.0,2026-03-04,12.0,2026-03-04,13.0,2026-03-05,Received,Generated internal movement.
1004,MO-2026-1004,2026-03-05,9,4,5,5,Production to Quality,Urgent,Production Line,Quality Inspection,Production to Quality for motor manufacturing operations.,2026-03-09,12.0,2026-03-05,13.0,2026-03-05,1.0,2026-03-06,Received,Generated internal movement.
