mo_item_id,mo_id,item_id,requested_quantity,issued_quantity,uom,unit_cost,line_amount,source_location,destination_location,required_date,movement_date,remarks
144,144,84,6136.000,6136.000,ml,0.25,1534.00,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,2026-10-25,2026-10-22,Return or scrap segregation for Cleaning Solvent against MO202600000144.
145,145,2,453.000,453.000,No,2800.00,1268400.00,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,2026-10-26,2026-10-23,Production issue for Stator Core 3 kW against MO202600000145.
146,146,53,76.000,76.000,No,3.00,228.00,Lubricants Store,Motor Test Maintenance Bay,2026-10-25,2026-10-24,Maintenance spare issue for Cable Tie 200 mm against MO202600000146.
147,147,3,70.000,70.000,No,6200.00,434000.00,Impregnation Oven Exit Area,Quality Inspection Bay 1,2026-10-27,2026-10-25,Quality inspection sample for Stator Core 7.5 kW against MO202600000147.
148,148,100,46.000,46.000,No,18500.00,851000.00,End of Line Test Area,Finished Goods Warehouse - Export Hold,2026-10-28,2026-10-26,Finished goods receipt movement for BLDC Motor 1.5 kW against MO202600000148.
149,149,101,48.000,48.000,No,36500.00,1752000.00,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,2026-10-31,2026-10-27,Dispatch staging movement for PMSM Motor 3 kW against MO202600000149.
150,150,34,163.000,163.000,m,150.00,24450.00,Core Stacking Output Rack,Assembly Supermarket,2026-10-29,2026-10-28,Assembly transfer for Phase Lead Wire 10 mm against MO202600000150.
151,151,5,206.000,206.000,No,2200.00,453200.00,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,2026-10-31,2026-10-29,Return or scrap segregation for Rotor Core 3 kW against MO202600000151.
152,152,9,265.000,265.000,No,360.00,95400.00,Electrical Store - Sleeve Bin,Harness Preparation Cell,2026-11-02,2026-10-30,Production issue for NdFeB Magnet N48 against MO202600000152.
153,153,65,137.000,137.000,No,12.00,1644.00,Safety Stock Room,Shutdown Maintenance Cage,2026-11-03,2026-10-31,Maintenance spare issue for Hex Bolt M835 against MO202600000153.
154,154,39,24.000,24.000,No,45.00,1080.00,Rotor Assembly Line 2,Quality Hold Area,2026-11-02,2026-11-01,Quality inspection sample for Hall Sensor against MO202600000154.
155,155,101,10.000,10.000,No,36500.00,365000.00,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,2026-11-04,2026-11-02,Finished goods receipt movement for PMSM Motor 3 kW against MO202600000155.
156,156,102,12.000,12.000,No,82000.00,984000.00,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,2026-11-05,2026-11-03,Dispatch staging movement for PMSM Motor 7.5 kW against MO202600000156.
157,157,48,46.000,46.000,Set,950.00,43700.00,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,2026-11-08,2026-11-04,Assembly transfer for Wiring Harness Industrial against MO202600000157.
158,158,65,267.000,267.000,No,12.00,3204.00,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,2026-11-06,2026-11-05,Return or scrap segregation for Hex Bolt M835 against MO202600000158.
159,159,61,96.000,96.000,m,25.00,2400.00,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,2026-11-08,2026-11-06,Production issue for Heat Shrink Sleeve 8 mm against MO202600000159.
160,160,85,9087.000,9087.000,g,1.80,16356.60,Electrical Store - Breaker Bin,Utility Repair Bench,2026-11-10,2026-11-07,Maintenance spare issue for Solder Wire against MO202600000160.
161,161,95,150.000,150.000,No,3.00,450.00,Final Test Area,NVH Audit Bench,2026-11-11,2026-11-08,Quality inspection sample for QR Code Label against MO202600000161.
162,162,102,24.000,24.000,No,82000.00,1968000.00,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,2026-11-10,2026-11-09,Finished goods receipt movement for PMSM Motor 7.5 kW against MO202600000162.
163,163,100,26.000,26.000,No,18500.00,481000.00,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,2026-11-12,2026-11-10,Dispatch staging movement for BLDC Motor 1.5 kW against MO202600000163.
164,164,27,8.000,8.000,No,45.00,360.00,Production Utility Panel Area,Line Support Store,2026-11-13,2026-11-11,Assembly transfer for Oil Seal Standard against MO202600000164.
165,165,31,191.000,191.000,kg,920.00,175720.00,Maintenance Return Counter,Maintenance Spares Cage,2026-11-16,2026-11-12,Return or scrap segregation for Copper Wire 1.60 mm against MO202600000165.
166,166,3,265.000,265.000,No,6200.00,1643000.00,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,2026-11-14,2026-11-13,Production issue for Stator Core 7.5 kW against MO202600000166.
167,167,53,62.000,62.000,No,3.00,186.00,Maintenance Spares Cage,Assembly Maintenance Bay,2026-11-16,2026-11-14,Maintenance spare issue for Cable Tie 200 mm against MO202600000167.
168,168,6,333.000,333.000,No,5000.00,1665000.00,Stator Winding Line 1,Assembly Quality Gate,2026-11-18,2026-11-15,Quality inspection sample for Rotor Core 7.5 kW against MO202600000168.
169,169,100,38.000,38.000,No,18500.00,703000.00,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,2026-11-19,2026-11-16,Finished goods receipt movement for BLDC Motor 1.5 kW against MO202600000169.
170,170,101,40.000,40.000,No,36500.00,1460000.00,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,2026-11-18,2026-11-17,Dispatch staging movement for PMSM Motor 3 kW against MO202600000170.
171,171,65,124.000,124.000,No,12.00,1488.00,Stator Buffer Area,Rotor Assembly Feed Bay,2026-11-20,2026-11-18,Assembly transfer for Hex Bolt M835 against MO202600000171.
172,172,23,6.000,6.000,No,120.00,720.00,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,2026-11-21,2026-11-19,Return or scrap segregation for Bearing 6202-2RS against MO202600000172.
173,173,55,170.000,170.000,No,8.00,1360.00,Raw Material Warehouse - Lamination Bay,Core Stacking Line,2026-11-24,2026-11-20,Production issue for Slot Liner 0.25 mm against MO202600000173.
174,174,65,202.000,202.000,No,12.00,2424.00,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,2026-11-22,2026-11-21,Maintenance spare issue for Hex Bolt M835 against MO202600000174.
175,175,42,10.000,10.000,No,3200.00,32000.00,Core Stacking Line,Incoming Quality Bay,2026-11-24,2026-11-22,Quality inspection sample for Resolver High Precision against MO202600000175.
176,176,101,2.000,2.000,No,36500.00,73000.00,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,2026-11-26,2026-11-23,Finished goods receipt movement for PMSM Motor 3 kW against MO202600000176.
177,177,102,4.000,4.000,No,82000.00,328000.00,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,2026-11-27,2026-11-24,Dispatch staging movement for PMSM Motor 7.5 kW against MO202600000177.
178,178,72,306.000,306.000,No,0.80,244.80,Winding Line Transfer Rack,Rotor Balancing Cell,2026-11-26,2026-11-25,Assembly transfer for Spring Washer M5 against MO202600000178.
179,179,83,23869.000,23869.000,g,0.60,14321.40,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,2026-11-28,2026-11-26,Return or scrap segregation for Bearing Grease against MO202600000179.
180,180,62,100.000,100.000,m,45.00,4500.00,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,2026-11-29,2026-11-27,Production issue for Heat Shrink Sleeve 12 mm against MO202600000180.
181,181,85,25425.000,25425.000,g,1.80,45765.00,Lubricants Store,Motor Test Maintenance Bay,2026-12-02,2026-11-28,Maintenance spare issue for Solder Wire against MO202600000181.
182,182,2,358.000,358.000,No,2800.00,1002400.00,Impregnation Oven Exit Area,Quality Inspection Bay 1,2026-11-30,2026-11-29,Quality inspection sample for Stator Core 3 kW against MO202600000182.
183,183,102,16.000,16.000,No,82000.00,1312000.00,End of Line Test Area,Finished Goods Warehouse - Export Hold,2026-12-02,2026-11-30,Finished goods receipt movement for PMSM Motor 7.5 kW against MO202600000183.
184,184,100,18.000,18.000,No,18500.00,333000.00,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,2026-12-04,2026-12-01,Dispatch staging movement for BLDC Motor 1.5 kW against MO202600000184.
185,185,36,190.000,190.000,No,180.00,34200.00,Core Stacking Output Rack,Assembly Supermarket,2026-12-05,2026-12-02,Assembly transfer for Terminal Block Heavy Duty against MO202600000185.
186,186,4,494.000,494.000,No,1200.00,592800.00,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,2026-12-04,2026-12-03,Return or scrap segregation for Rotor Core 1.5 kW against MO202600000186.
187,187,4,77.000,77.000,No,1200.00,92400.00,Electrical Store - Sleeve Bin,Harness Preparation Cell,2026-12-06,2026-12-04,Production issue for Rotor Core 1.5 kW against MO202600000187.
188,188,53,48.000,48.000,No,3.00,144.00,Safety Stock Room,Shutdown Maintenance Cage,2026-12-07,2026-12-05,Maintenance spare issue for Cable Tie 200 mm against MO202600000188.
189,189,12,66.000,66.000,No,1800.00,118800.00,Rotor Assembly Line 2,Quality Hold Area,2026-12-10,2026-12-06,Quality inspection sample for Motor Shaft EN24 against MO202600000189.
190,190,100,30.000,30.000,No,18500.00,555000.00,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,2026-12-08,2026-12-07,Finished goods receipt movement for BLDC Motor 1.5 kW against MO202600000190.
191,191,101,32.000,32.000,No,36500.00,1168000.00,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,2026-12-10,2026-12-08,Dispatch staging movement for PMSM Motor 3 kW against MO202600000191.
192,192,17,120.000,120.000,No,2400.00,288000.00,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,2026-12-12,2026-12-09,Assembly transfer for Housing 3 kW against MO202600000192.
193,193,64,215.000,215.000,No,5.00,1075.00,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,2026-12-13,2026-12-10,Return or scrap segregation for Hex Bolt M625 against MO202600000193.
194,194,56,156.000,156.000,No,10.00,1560.00,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,2026-12-12,2026-12-11,Production issue for Slot Liner 0.30 mm against MO202600000194.
195,195,65,267.000,267.000,No,12.00,3204.00,Electrical Store - Breaker Bin,Utility Repair Bench,2026-12-14,2026-12-12,Maintenance spare issue for Hex Bolt M835 against MO202600000195.
196,196,94,192.000,192.000,No,35.00,6720.00,Final Test Area,NVH Audit Bench,2026-12-15,2026-12-13,Quality inspection sample for Aluminium Nameplate against MO202600000196.
197,197,101,44.000,44.000,No,36500.00,1606000.00,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,2026-12-18,2026-12-14,Finished goods receipt movement for PMSM Motor 3 kW against MO202600000197.
198,198,102,46.000,46.000,No,82000.00,3772000.00,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,2026-12-16,2026-12-15,Dispatch staging movement for PMSM Motor 7.5 kW against MO202600000198.
199,199,23,96.000,96.000,No,120.00,11520.00,Production Utility Panel Area,Line Support Store,2026-12-18,2026-12-16,Assembly transfer for Bearing 6202-2RS against MO202600000199.
200,200,30,197.000,197.000,kg,880.00,173360.00,Maintenance Return Counter,Maintenance Spares Cage,2026-12-20,2026-12-17,Return or scrap segregation for Copper Wire 1.20 mm against MO202600000200.
201,201,29,28.000,28.000,kg,850.00,23800.00,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,2026-12-21,2026-12-18,Production issue for Copper Wire 1.00 mm against MO202600000201.
202,202,85,12762.000,12762.000,g,1.80,22971.60,Maintenance Spares Cage,Assembly Maintenance Bay,2026-12-20,2026-12-19,Maintenance spare issue for Solder Wire against MO202600000202.
203,203,5,170.000,170.000,No,2200.00,374000.00,Stator Winding Line 1,Assembly Quality Gate,2026-12-22,2026-12-20,Quality inspection sample for Rotor Core 3 kW against MO202600000203.
204,204,102,8.000,8.000,No,82000.00,656000.00,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,2026-12-23,2026-12-21,Finished goods receipt movement for PMSM Motor 7.5 kW against MO202600000204.
205,205,100,10.000,10.000,No,18500.00,185000.00,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,2026-12-26,2026-12-22,Dispatch staging movement for BLDC Motor 1.5 kW against MO202600000205.
206,206,67,72.000,72.000,No,2.50,180.00,Stator Buffer Area,Rotor Assembly Feed Bay,2026-12-24,2026-12-23,Assembly transfer for Hex Nut M6 against MO202600000206.
207,207,8,50.000,50.000,No,240.00,12000.00,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,2026-12-26,2026-12-24,Return or scrap segregation for NdFeB Magnet N45 against MO202600000207.
208,208,5,340.000,340.000,No,2200.00,748000.00,Raw Material Warehouse - Lamination Bay,Core Stacking Line,2026-12-28,2026-12-25,Production issue for Rotor Core 3 kW against MO202600000208.
209,209,53,34.000,34.000,No,3.00,102.00,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,2026-12-29,2026-12-26,Maintenance spare issue for Cable Tie 200 mm against MO202600000209.
210,210,41,52.000,52.000,No,1400.00,72800.00,Core Stacking Line,Incoming Quality Bay,2026-12-28,2026-12-27,Quality inspection sample for Resolver / Encoder against MO202600000210.
211,211,100,22.000,22.000,No,18500.00,407000.00,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,2026-12-30,2026-12-28,Finished goods receipt movement for BLDC Motor 1.5 kW against MO202600000211.
212,212,101,24.000,24.000,No,36500.00,876000.00,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,2026-12-31,2026-12-29,Dispatch staging movement for PMSM Motor 3 kW against MO202600000212.
213,213,74,254.000,254.000,No,2.50,635.00,Winding Line Transfer Rack,Rotor Balancing Cell,2027-01-03,2026-12-30,Assembly transfer for Spring Washer M8 against MO202600000213.
214,214,81,22098.000,22098.000,g,1.20,26517.60,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,2027-01-01,2026-12-31,Return or scrap segregation for Epoxy Adhesive against MO202600000214.
215,215,57,142.000,142.000,No,12.00,1704.00,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,2027-01-03,2027-01-01,Production issue for Slot Liner 0.35 mm against MO202600000215.
216,216,65,332.000,332.000,No,12.00,3984.00,Lubricants Store,Motor Test Maintenance Bay,2027-01-05,2027-01-02,Maintenance spare issue for Hex Bolt M835 against MO202600000216.
217,217,1,195.000,195.000,No,1800.00,351000.00,Impregnation Oven Exit Area,Quality Inspection Bay 1,2027-01-06,2027-01-03,Quality inspection sample for Stator Core 1.5 kW against MO202600000217.
218,218,101,36.000,36.000,No,36500.00,1314000.00,End of Line Test Area,Finished Goods Warehouse - Export Hold,2027-01-05,2027-01-04,Finished goods receipt movement for PMSM Motor 3 kW against MO202600000218.
219,219,102,38.000,38.000,No,82000.00,3116000.00,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,2027-01-07,2027-01-05,Dispatch staging movement for PMSM Motor 7.5 kW against MO202600000219.
220,220,45,36.000,36.000,No,350.00,12600.00,Core Stacking Output Rack,Assembly Supermarket,2027-01-08,2027-01-06,Assembly transfer for Motor Connector IP67 against MO202600000220.
221,221,2,331.000,331.000,No,2800.00,926800.00,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,2027-01-11,2027-01-07,Return or scrap segregation for Stator Core 3 kW against MO202600000221.
222,222,30,108.000,108.000,kg,880.00,95040.00,Electrical Store - Sleeve Bin,Harness Preparation Cell,2027-01-09,2027-01-08,Production issue for Copper Wire 1.20 mm against MO202600000222.
223,223,85,29100.000,29100.000,g,1.80,52380.00,Safety Stock Room,Shutdown Maintenance Cage,2027-01-11,2027-01-09,Maintenance spare issue for Solder Wire against MO202600000223.
224,224,11,108.000,108.000,No,750.00,81000.00,Rotor Assembly Line 2,Quality Hold Area,2027-01-13,2027-01-10,Quality inspection sample for Motor Shaft EN19 against MO202600000224.
225,225,102,50.000,50.000,No,82000.00,4100000.00,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,2027-01-14,2027-01-11,Finished goods receipt movement for PMSM Motor 7.5 kW against MO202600000225.
226,226,100,2.000,2.000,No,18500.00,37000.00,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,2027-01-13,2027-01-12,Dispatch staging movement for BLDC Motor 1.5 kW against MO202600000226.
227,227,19,162.000,162.000,No,450.00,72900.00,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,2027-01-15,2027-01-13,Assembly transfer for Front End Cover against MO202600000227.
228,228,63,163.000,163.000,No,3.00,489.00,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,2027-01-16,2027-01-14,Return or scrap segregation for Hex Bolt M520 against MO202600000228.
229,229,6,152.000,152.000,No,5000.00,760000.00,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,2027-01-19,2027-01-15,Production issue for Rotor Core 7.5 kW against MO202600000229.
230,230,53,20.000,20.000,No,3.00,60.00,Electrical Store - Breaker Bin,Utility Repair Bench,2027-01-17,2027-01-16,Maintenance spare issue for Cable Tie 200 mm against MO202600000230.
231,231,44,38.000,38.000,No,220.00,8360.00,Final Test Area,NVH Audit Bench,2027-01-19,2027-01-17,Quality inspection sample for PT100 Sensor against MO202600000231.
232,232,100,14.000,14.000,No,18500.00,259000.00,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,2027-01-21,2027-01-18,Finished goods receipt movement for BLDC Motor 1.5 kW against MO202600000232.
233,233,101,16.000,16.000,No,36500.00,584000.00,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,2027-01-22,2027-01-19,Dispatch staging movement for PMSM Motor 3 kW against MO202600000233.
234,234,25,10.000,10.000,No,650.00,6500.00,Production Utility Panel Area,Line Support Store,2027-01-21,2027-01-20,Assembly transfer for Bearing 6307-2RS against MO202600000234.
235,235,29,12.000,12.000,kg,850.00,10200.00,Maintenance Return Counter,Maintenance Spares Cage,2027-01-23,2027-01-21,Return or scrap segregation for Copper Wire 1.00 mm against MO202600000235.
236,236,58,128.000,128.000,No,6.00,768.00,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,2027-01-24,2027-01-22,Production issue for Phase Insulation Paper against MO202600000236.
237,237,65,397.000,397.000,No,12.00,4764.00,Maintenance Spares Cage,Assembly Maintenance Bay,2027-01-27,2027-01-23,Maintenance spare issue for Hex Bolt M835 against MO202600000237.
238,238,4,458.000,458.000,No,1200.00,549600.00,Stator Winding Line 1,Assembly Quality Gate,2027-01-25,2027-01-24,Quality inspection sample for Rotor Core 1.5 kW against MO202600000238.
239,239,101,28.000,28.000,No,36500.00,1022000.00,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,2027-01-27,2027-01-25,Finished goods receipt movement for PMSM Motor 3 kW against MO202600000239.
240,240,102,30.000,30.000,No,82000.00,2460000.00,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,2027-01-29,2027-01-26,Dispatch staging movement for PMSM Motor 7.5 kW against MO202600000240.
241,241,69,20.000,20.000,No,0.80,16.00,Stator Buffer Area,Rotor Assembly Feed Bay,2027-01-30,2027-01-27,Assembly transfer for Flat Washer M5 against MO202600000241.
242,242,7,458.000,458.000,No,180.00,82440.00,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,2027-01-29,2027-01-28,Return or scrap segregation for NdFeB Magnet N42 against MO202600000242.
243,243,31,188.000,188.000,kg,920.00,172960.00,Raw Material Warehouse - Lamination Bay,Core Stacking Line,2027-01-31,2027-01-29,Production issue for Copper Wire 1.60 mm against MO202600000243.
244,244,85,16437.000,16437.000,g,1.80,29586.60,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,2027-02-01,2027-01-30,Maintenance spare issue for Solder Wire against MO202600000244.
245,245,40,94.000,94.000,No,120.00,11280.00,Core Stacking Line,Incoming Quality Bay,2027-02-04,2027-01-31,Quality inspection sample for Hall Sensor PCB against MO202600000245.
246,246,102,42.000,42.000,No,82000.00,3444000.00,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,2027-02-02,2027-02-01,Finished goods receipt movement for PMSM Motor 7.5 kW against MO202600000246.
247,247,100,44.000,44.000,No,18500.00,814000.00,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,2027-02-04,2027-02-02,Dispatch staging movement for BLDC Motor 1.5 kW against MO202600000247.
248,248,33,342.000,342.000,m,60.00,20520.00,Winding Line Transfer Rack,Rotor Balancing Cell,2027-02-06,2027-02-03,Assembly transfer for Phase Lead Wire 4 mm against MO202600000248.
249,249,80,25504.000,25504.000,ml,0.80,20403.20,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,2027-02-07,2027-02-04,Return or scrap segregation for Insulating Varnish against MO202600000249.
250,250,7,301.000,301.000,No,180.00,54180.00,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,2027-02-06,2027-02-05,Production issue for NdFeB Magnet N42 against MO202600000250.
251,251,53,6.000,6.000,No,3.00,18.00,Lubricants Store,Motor Test Maintenance Bay,2027-02-08,2027-02-06,Maintenance spare issue for Cable Tie 200 mm against MO202600000251.
252,252,97,24.000,24.000,No,2.00,48.00,Impregnation Oven Exit Area,Quality Inspection Bay 1,2027-02-09,2027-02-07,Quality inspection sample for Inspection Sticker against MO202600000252.
253,253,100,6.000,6.000,No,18500.00,111000.00,End of Line Test Area,Finished Goods Warehouse - Export Hold,2027-02-12,2027-02-08,Finished goods receipt movement for BLDC Motor 1.5 kW against MO202600000253.
254,254,101,8.000,8.000,No,36500.00,292000.00,Finished Goods Warehouse - Export Hold,Dispatch Staging Dock 3,2027-02-10,2027-02-09,Dispatch staging movement for PMSM Motor 3 kW against MO202600000254.
255,255,47,66.000,66.000,Set,450.00,29700.00,Core Stacking Output Rack,Assembly Supermarket,2027-02-12,2027-02-10,Assembly transfer for Wiring Harness Automotive against MO202600000255.
256,256,1,168.000,168.000,No,1800.00,302400.00,Core Stacking Excess Rack,Raw Material Warehouse - Lamination Bay,2027-02-14,2027-02-11,Return or scrap segregation for Stator Core 1.5 kW against MO202600000256.
257,257,59,114.000,114.000,No,5.00,570.00,Electrical Store - Sleeve Bin,Harness Preparation Cell,2027-02-15,2027-02-12,Production issue for Slot Wedge against MO202600000257.
258,258,65,462.000,462.000,No,12.00,5544.00,Safety Stock Room,Shutdown Maintenance Cage,2027-02-14,2027-02-13,Maintenance spare issue for Hex Bolt M835 against MO202600000258.
259,259,10,150.000,150.000,No,450.00,67500.00,Rotor Assembly Line 2,Quality Hold Area,2027-02-16,2027-02-14,Quality inspection sample for Motor Shaft EN8 against MO202600000259.
260,260,101,20.000,20.000,No,36500.00,730000.00,Packing Line - Motor Cell,Finished Goods Warehouse - Dispatch Ready Bay,2027-02-17,2027-02-15,Finished goods receipt movement for PMSM Motor 3 kW against MO202600000260.
261,261,102,22.000,22.000,No,82000.00,1804000.00,Finished Goods Warehouse - Dispatch Ready Bay,Export Packing Bay,2027-02-25,2027-02-25,Dispatch staging movement for PMSM Motor 7.5 kW against MO202600000261.
262,262,26,8.000,8.000,No,15.00,120.00,Rework Cell - Stator Bay,Rework Cell - Rotor Balancing,2027-02-18,2027-02-17,Assembly transfer for O-Ring Standard against MO202600000262.
263,263,24,32.000,32.000,No,220.00,7040.00,Final Assembly Changeover Trolley,Electrical Store - Connector Bin,2027-02-20,2027-02-18,Return or scrap segregation for Bearing 6205-2RS against MO202600000263.
264,264,1,440.000,440.000,No,1800.00,792000.00,Raw Material Warehouse - Fastener Rack,Assembly Line Feed Bay,2027-02-22,2027-02-19,Production issue for Stator Core 1.5 kW against MO202600000264.
265,265,85,3774.000,3774.000,g,1.80,6793.20,Electrical Store - Breaker Bin,Utility Repair Bench,2027-02-23,2027-02-20,Maintenance spare issue for Solder Wire against MO202600000265.
266,266,43,80.000,80.000,No,85.00,6800.00,Final Test Area,NVH Audit Bench,2027-02-22,2027-02-21,Quality inspection sample for Temperature Sensor NTC against MO202600000266.
267,267,102,34.000,34.000,No,82000.00,2788000.00,Quality Release Area,Finished Goods Warehouse - Audit Hold Rack,2027-02-24,2027-02-22,Finished goods receipt movement for PMSM Motor 7.5 kW against MO202600000267.
268,268,100,36.000,36.000,No,18500.00,666000.00,Finished Goods Warehouse - Customer Hold Rack,Customer Pickup Bay,2027-02-25,2027-02-23,Dispatch staging movement for BLDC Motor 1.5 kW against MO202600000268.
269,269,64,267.000,267.000,No,5.00,1335.00,Production Utility Panel Area,Line Support Store,2027-02-28,2027-02-24,Assembly transfer for Hex Bolt M625 against MO202600000269.
270,270,84,67378.000,67378.000,ml,0.25,16844.50,Maintenance Return Counter,Maintenance Spares Cage,2027-02-26,2027-02-25,Return or scrap segregation for Cleaning Solvent against MO202600000270.
271,271,8,177.000,177.000,No,240.00,42480.00,Raw Material Warehouse - Copper Rack A,Stator Winding Line 1,2027-02-28,2027-02-26,Production issue for NdFeB Magnet N45 against MO202600000271.
272,272,53,188.000,188.000,No,3.00,564.00,Maintenance Spares Cage,Assembly Maintenance Bay,2027-03-02,2027-02-27,Maintenance spare issue for Cable Tie 200 mm against MO202600000272.
273,273,3,295.000,295.000,No,6200.00,1829000.00,Stator Winding Line 1,Assembly Quality Gate,2027-03-03,2027-02-28,Quality inspection sample for Stator Core 7.5 kW against MO202600000273.
274,274,100,48.000,48.000,No,18500.00,888000.00,Final Assembly Line 1,Finished Goods Warehouse - EV Motor Zone,2027-03-02,2027-03-01,Finished goods receipt movement for BLDC Motor 1.5 kW against MO202600000274.
275,275,101,50.000,50.000,No,36500.00,1825000.00,Finished Goods Warehouse - EV Motor Zone,Dispatch Staging Dock 1,2027-03-04,2027-03-02,Dispatch staging movement for PMSM Motor 3 kW against MO202600000275.
276,276,71,449.000,449.000,No,2.50,1122.50,Stator Buffer Area,Rotor Assembly Feed Bay,2027-04-14,2027-04-14,Assembly transfer for Flat Washer M8 against MO202600000276.
277,277,5,431.000,431.000,No,2200.00,948200.00,Assembly Line Surplus Bin,Raw Material Warehouse - Copper Rack A,2027-03-08,2027-03-04,Return or scrap segregation for Rotor Core 3 kW against MO202600000277.
278,278,60,279.000,279.000,m,18.00,5022.00,Raw Material Warehouse - Lamination Bay,Core Stacking Line,2027-03-06,2027-03-05,Production issue for Heat Shrink Sleeve 6 mm against MO202600000278.
279,279,65,46.000,46.000,No,12.00,552.00,Tool Crib - Calibration Shelf,Preventive Maintenance Bay,2027-03-08,2027-03-06,Maintenance spare issue for Hex Bolt M835 against MO202600000279.
280,280,39,136.000,136.000,No,45.00,6120.00,Core Stacking Line,Incoming Quality Bay,2027-03-10,2027-03-07,Quality inspection sample for Hall Sensor against MO202600000280.
281,281,101,12.000,12.000,No,36500.00,438000.00,Final Assembly Line 2,Finished Goods Warehouse - Premium Motor Aisle,2027-03-11,2027-03-08,Finished goods receipt movement for PMSM Motor 3 kW against MO202600000281.
282,282,102,14.000,14.000,No,82000.00,1148000.00,Finished Goods Warehouse - Premium Motor Aisle,Dispatch Staging Dock 2,2027-03-10,2027-03-09,Dispatch staging movement for PMSM Motor 7.5 kW against MO202600000282.
283,283,35,190.000,190.000,No,90.00,17100.00,Winding Line Transfer Rack,Rotor Balancing Cell,2027-03-12,2027-03-10,Assembly transfer for Terminal Block Standard against MO202600000283.
284,284,65,176.000,176.000,No,12.00,2112.00,Winding Line Excess Material Trolley,Raw Material Warehouse - Fastener Rack,2027-03-13,2027-03-11,Return or scrap segregation for Hex Bolt M835 against MO202600000284.
285,285,2,252.000,252.000,No,2800.00,705600.00,Raw Material Warehouse - Magnet Cage,Rotor Assembly Line 1,2027-03-16,2027-03-12,Production issue for Stator Core 3 kW against MO202600000285.
286,286,85,20112.000,20112.000,g,1.80,36201.60,Lubricants Store,Motor Test Maintenance Bay,2027-03-14,2027-03-13,Maintenance spare issue for Solder Wire against MO202600000286.
